gene,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
FAM217B,11.03691434,10.80900085,9.323146792,6.681922331,7.210128126,7.433419291,6.808773608,16.37316196,12.49914574,7.25738214
FAM219A,11.60854735,14.14836697,7.438680951,4.188190552,9.397470367,6.747812658,7.619341895,10.08730453,11.77245122,14.2607559
FAM219B,26.11923154,22.36496518,15.10878753,13.20399006,16.44557314,19.73825414,23.95229287,6.674981933,9.708638784,11.0130774
FAM21A,40.64706473,40.66908541,55.01086398,52.65354797,50.16061834,53.92909611,63.10395697,38.52362555,51.12005269,33.9324345
FAM21C,36.43544857,35.03742021,36.36919891,36.99291239,46.60902264,54.9380204,59.69713846,27.26834884,40.26905012,23.49160168
FAM220A,5.936188987,5.624195566,4.562390983,3.548772147,2.349367592,3.355864049,3.525972047,6.465453352,5.842623939,5.805905712
FAM221A,1.055322487,1.054536669,1.752222624,2.110080736,2.794937307,2.525919177,1.864307059,2.484410316,3.31372701,4.13670782
FAM222A,0.747520095,1.274231808,1.917526645,1.694458773,0.891139431,0.974283111,0.93215353,2.574208279,3.924150407,3.265821963
FAM222B,12.22415214,13.8847328,12.56310561,23.94621926,14.05569921,18.18661807,21.35847436,15.92417214,22.14964896,14.11560826
FAM227A,1.67092727,3.646939312,0.429790455,0.543505644,0.567088729,0.324761037,1.013210358,1.586430684,1.48245682,1.596624071
FAM228B,6.815624393,6.063585845,2.843229164,1.150953129,1.984810552,1.948566222,1.459022916,1.586430684,2.063812436,0.417299473
FAM229B,5.628386595,7.821146959,1.157128148,0.511534724,1.336709147,1.11862135,0.93215353,0.179595926,0.901101205,0.381012562
FAM231D,2.771980398,4.52571987,1.177625847,0.617678179,1.245164824,1.860159051,2.634346932,1.165278236,2.438786808,0.743881669
FAM26E,3.297882771,4.92117112,2.314256296,0.927156687,2.835443645,1.479466946,1.621136573,0.598653088,4.563641584,0.635020937
FAM27E3,1.245280534,2.19255749,0.945869609,0.991098528,0.972152107,0.752002223,0.607926215,0.786929484,0.290677808,1.21089421
FAM32A,17.54473634,20.60740407,14.91042271,27.84667153,17.98481398,17.24841952,19.57522412,23.67672964,20.40558212,20.08480507
FAM35A,14.24157696,15.40150805,17.26137649,28.27476215,17.29134547,21.18163652,19.5221319,20.69663456,23.26323564,25.52965602
