gene,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
PDHX,18.95183299,13.00595225,9.752937247,22.50752785,13.6101295,16.09371361,14.95498489,14.72686597,10.08651993,18.47003755
PDIA3,56.64751249,52.98914943,79.29237164,326.2837025,94.49845062,118.0260994,127.2746218,145.3239351,142.4684606,198.9529668
PDIA3P1,2.84629269,3.824013595,1.541294693,2.952834194,2.757266413,3.29019015,3.226872349,2.30391641,1.998409929,2.058375009
PDIA4,21.32630858,27.94522172,48.86386865,211.4876374,55.29115108,65.38522212,76.03130529,169.9576117,110.195957,162.5109296
PDIA5,4.83689473,7.425695709,6.777464867,16.20925656,9.51898938,9.670661991,11.0237287,12.75131078,7.383216321,16.31096636
PDIA6,38.38735545,46.31173537,67.67546625,174.6891082,51.48355533,57.30228075,62.08953076,158.4036071,114.6142597,182.5231608
PDIK1L,5.628386595,6.063585845,6.64522165,13.65158294,6.886077424,9.887169349,11.75324016,11.70366787,8.08084306,12.21054545
PDK1,6.727680852,9.974159325,15.07572673,18.9587557,16.72911751,21.03729829,21.80428691,15.92417214,21.13227663,77.74470617
PDK2,22.86532054,27.06644116,8.893356337,15.40998356,21.46835903,22.33634243,20.99371863,12.60164751,9.040079826,11.41223341
PDK3,118.4599491,130.7186079,56.13724558,57.99524932,65.25571018,66.68426626,61.11684882,75.31055849,57.32166372,79.46833443
PDK4,1151.180946,150.5790485,198.430947,147.1621459,254.0152443,135.9666208,86.48763619,4.54976347,10.9004178,3.737551802
PDLIM1,16.35749854,18.19075753,48.10347015,108.8609834,98.06584378,99.52121556,108.9403777,64.95386006,58.77505276,89.75567361
PDLIM2,5.716330136,7.909025015,7.075012105,7.609079018,8.951900651,8.912886238,8.429910182,4.100773654,7.034402951,2.10464082
PDLIM3,111.6443247,116.2626677,17.45610463,8.504264784,22.31899212,15.4802761,9.321535297,1.257171485,7.179741855,2.902952856
PDLIM4,16.48941385,17.57561114,3.735870878,1.246865889,5.225317575,2.16507358,1.418494502,1.137440867,11.48177341,0.50801675
PDLIM5,89.48255251,94.11739768,44.40066008,110.1078493,79.39242206,78.73650919,71.12736716,47.5330552,121.328917,92.51347882
PDLIM7,124.6599687,204.975565,16.66264533,6.969660613,21.38734635,15.84112169,12.32063796,6.375655389,25.08549482,6.495357015
PDP1,14.59862773,11.29233016,12.26555837,8.568206625,9.964559096,9.273731834,8.146211282,27.23871551,31.24786435,21.3729904
PDP2,4.79292296,5.184805288,5.421971893,14.22705951,9.924052758,13.0626106,14.75234282,15.89423949,12.52821352,15.69408888
PDPK1,33.77031957,35.89818576,35.27587811,55.56545938,39.89874272,42.90454144,49.7688928,76.29833608,40.89836757,48.62446034
PDPN,6.33193492,2.592402644,4.529330179,4.443957914,7.33164714,3.067187572,3.039631075,6.615116624,25.46337597,8.509280559
PDPR,53.366339,43.65649991,21.08022999,16.41962522,30.01722162,34.12336385,40.42141932,18.97251367,40.40712208,18.11569586
PDRG1,3.429798082,3.471183201,3.537506052,3.676655828,2.227848578,2.814595654,2.43170486,12.57171485,5.406607227,5.896622988
PDS5A,62.65977264,58.92223636,119.2833817,101.2838753,65.09368482,72.42171125,71.16789557,74.68197274,86.99986791,95.63415314
PDS5B,63.40729274,55.27529705,45.22718018,35.42377963,30.90633573,33.66689417,29.90996978,64.26540901,23.77744469,101.8755018
PDSS1,1.67092727,1.362109864,2.611803534,13.17201914,5.022785886,7.61384209,9.240478469,7.273635021,4.011353749,11.30337268
PDSS2,6.33193492,8.480232377,7.207255321,16.68882037,9.721521069,10.78928334,12.7259221,11.28461071,7.208809636,15.73037579
PDXDC1,41.62016,41.10188483,55.04590843,143.1130288,66.730951,85.0296564,94.99941377,103.9375505,59.88253521,103.7555266
PDXDC2P,14.92753657,24.2714796,33.51274542,24.89032054,39.74724902,51.07733336,64.00206664,14.63078215,13.17671571,16.35070053
PDXK,30.51640857,24.21040435,28.46535244,64.45337521,50.63292223,52.79171079,56.01026861,172.0528975,87.29054571,49.84007184
PDXP,2.946108608,3.427244173,6.810525671,9.974927116,4.455697157,6.134375143,5.876620079,3.681716492,3.255591449,9.797465888
PDZD11,3.869515784,7.689329876,5.587275914,11.31770577,5.792406304,6.350882501,6.646659951,21.28211728,13.37117916,7.275525595
PDZD2,24.93199375,14.67563531,10.28191011,5.882649325,25.51899281,11.58314365,7.65987031,7.123971749,1.540592382,9.416453326
PDZD3,0.879435406,2.724219727,6.380735216,7.8968173,7.250634464,9.634577431,13.21226307,2.51434297,2.645168052,2.902952856
PDZD4,13.27947462,17.00440378,3.471384444,1.886284294,4.334178143,3.969301563,2.066949131,0.119730618,0.290677808,0.108860732
PDZD8,36.62848464,34.56068175,27.50658912,62.27935263,55.69621446,66.79251994,65.84529892,87.46321618,146.0365307,70.3784633
PDZK1,0.263830622,0.922719585,2.545681925,0.351680123,5.873418979,9.093309036,6.970887266,0.538787779,1.598727943,0.580590571
PDZK1IP1,0.131915311,0.087878056,1.157128148,4.475928834,6.724052073,7.61384209,9.888933098,34.06336071,13.1677047,61.79660892
PDZRN3,80.24848075,84.23111641,16.29897648,12.75639718,19.11899144,15.58852978,12.76645052,1.227238831,2.848642517,8.599997835
PDZRN4,56.23989418,48.06929648,3.239958814,1.150953129,8.951900651,8.082941365,3.242273147,0.119730618,0.116271123,0.018143455
PEA15,79.85273482,91.7886292,44.69820731,24.80943411,48.08102295,28.0016183,21.7637585,43.67174278,81.09910841,36.99450546
PEAK1,82.57898458,83.70384808,57.65804257,80.08715521,79.02786502,75.9579981,76.882402,37.65527924,55.8392069,50.23922786
PEAR1,8.134777501,5.316622371,5.55421511,3.93242319,8.506330935,4.221893481,3.890727776,0.808181669,2.034744655,2.812235579
PEBP1,53.95336213,45.78446703,43.40883595,94.25027287,57.51899966,64.62744636,65.98025854,52.3222799,62.14691533,114.9569331
PECAM1,77.91797693,78.34328668,83.64383469,52.30442552,116.4557211,70.47314503,56.98295056,15.71464356,81.01190506,30.86201755
PECR,2.990080379,1.889378198,2.744046751,5.403085521,5.913925317,5.809614106,7.335642995,1.915689882,8.371520868,2.267931919
PEF1,14.02699472,14.01654989,12.26555837,14.51479779,13.00253443,12.26875029,12.28010954,10.71589028,12.81889133,14.65991192
PEG10,40.36608511,32.91033187,28.46535244,2.749499141,6.643039397,5.41268395,4.052841434,0.389124507,13.60372141,1.995780088
PEG3,44.63970147,28.55553482,5.757208448,3.772568589,8.061166283,7.546003118,4.578494968,0.696532868,2.055092102,0.748961837
PELI1,15.74189376,19.37711129,27.70495394,27.68681693,35.24051388,26.59432047,26.42452615,19.81541722,41.36345207,22.552315
PELI2,23.78872772,28.73612422,11.53822068,13.04413546,22.92658719,23.23845643,21.56111643,17.12147832,5.435675008,4.626581114
PELI3,8.750382285,6.678732235,1.851405037,1.37474957,2.592405618,2.417665498,1.823778645,1.646295992,4.272963776,0.961603133
PELO,33.15471479,32.07549034,8.430505078,8.536235705,10.73417951,9.995423028,10.53738773,6.525318661,11.27829895,10.59577792
PELP1,16.57735739,19.37711129,19.47281369,15.4739254,15.02785132,14.7585849,16.45453622,15.23572109,15.08617823,20.42953072
PEMT,1.53901196,1.581805003,0.760398497,2.525702699,1.741772525,1.443382387,2.43170486,2.24494908,2.180083559,5.243458596
PEPD,14.07096649,11.86353752,12.89371365,13.20399006,12.27342035,12.91827236,12.23958113,9.608382064,14.41761927,29.39239767
PER1,123.2968439,71.4448593,43.8386264,33.44158257,58.36963275,27.67685726,26.46505456,5.56747372,34.35811689,5.062024042
PER2,23.30503825,19.28923323,30.84573034,16.46502392,27.62532237,18.33095631,17.87303072,26.31080322,10.78414667,29.90041442
PER3,61.25267599,72.71909111,14.8443011,5.530969202,9.843040082,11.58314365,9.44312054,5.02868594,6.191437308,14.20632554
PERP,29.24122723,32.91033187,12.33167998,113.9443597,33.41772867,41.13639802,39.75837446,199.0820845,207.7474293,221.7855982
PES1,12.79578515,13.48928155,17.02631418,20.49335988,13.32658513,14.18123195,15.76555318,32.20753614,20.26024321,34.49070862
PET100,6.112076068,6.546915151,8.496626686,10.93405472,9.113926002,9.273731834,8.916251154,12.36218627,10.9004178,10.17847845
PET117,3.753430311,3.896952381,1.477487341,4.480404763,4.147038863,3.09028169,4.529050302,5.062210513,4.817112633,3.789442084
PEX1,16.79721625,17.57561114,14.64593627,19.47029043,14.70380062,16.74323569,17.75144548,21.16238667,12.00499347,17.52657787
PEX10,4.001431095,4.789354037,4.165661333,4.380016073,4.901266872,5.520937629,6.07926215,8.590671815,5.52287835,7.511390514
PEX11A,3.957459325,3.163610006,2.512621121,13.87537939,7.615191504,8.948970797,9.929461512,4.579696124,1.45338904,2.304218829
PEX11B,8.178749271,7.513573764,8.364383469,12.34077521,7.048102775,9.165478155,10.29421724,7.602894219,8.633130895,13.42615696
PEX12,2.330503825,2.768158755,2.215073883,1.790371534,1.09367112,1.443382387,1.49955133,1.586430684,2.761439175,1.397046062
PEX13,17.06104687,16.12562323,10.74476137,28.35820625,14.01519287,18.04227983,17.99461597,25.4726889,19.73702316,28.12235579
PEX14,4.79292296,6.063585845,6.116248782,6.074474846,5.994937993,5.845698666,6.72771678,4.998753286,6.307708432,8.091981086
PEX16,2.726249757,2.943914867,4.264843745,4.348045153,4.374684481,4.2940626,5.430807521,5.29807983,4.069489311,3.773838713
PEX19,37.15614588,30.05429506,19.34057047,28.10243889,28.11139842,25.40353001,22.08798581,16.01397011,17.78948184,20.04851816
PEX2,18.86388945,19.02559906,13.15820008,16.433053,13.6101295,17.24841952,14.83339965,13.37989652,11.53990897,18.43375063
PEX26,15.0823172,16.52107448,21.52258355,49.29915901,49.45823844,65.52956035,56.17238227,23.28760513,21.36481888,31.87805105
PEX3,5.760301906,4.569658898,5.223607068,5.30717276,3.524051388,4.546654518,4.944466549,5.29807983,4.970590515,8.563710925
PEX5,15.3901196,15.94986711,26.51476499,8.696090306,15.10886399,12.19658117,13.49596197,20.44400296,16.01634722,16.69197892
PEX6,6.112076068,5.448439455,6.546039237,5.722794723,3.524051388,4.582739078,3.728614119,5.178349212,7.906436375,8.400419827
PEX7,1.495040189,1.801500142,1.454675386,4.060306871,3.402532374,3.428033168,2.796460589,3.412322602,3.895082626,7.166664863
PFAS,6.727680852,9.139317795,17.68753026,13.36384466,8.384811922,8.948970797,9.888933098,11.5540046,9.91211325,16.89155693
PFDN1,12.31209568,13.4014035,10.21578851,10.80617104,7.858229531,9.454154633,7.94356921,13.70915572,11.62711232,10.37805646
PFDN2,5.892217217,4.349963758,4.628512592,4.475928834,4.739241521,3.500202288,3.850199362,6.225992117,7.237877417,7.547677425
PFDN4,5.936188987,6.195402928,3.504445248,3.165121104,2.794937307,2.995018452,3.201744733,9.518584101,5.610081693,3.592404159
PFDN5,53.82144682,44.29054008,46.64879476,32.70625141,34.34937444,32.76478018,32.34167464,24.66450723,35.66616703,35.12572956
PFDN6,3.605685163,3.822695424,6.380735216,7.545137177,2.916456321,4.510569958,4.458125577,10.29683312,6.947199609,13.78902607
PFKFB2,7.826975109,10.36961058,25.72130569,94.50604024,60.47596232,82.56147252,92.81006883,35.73958936,28.89337411,50.09408022
PFKFB3,22.51354638,24.56191657,39.30929623,15.7936346,95.91900788,29.48108525,18.39990011,20.86306012,36.88701382,24.51180818
PFKFB4,1.363124879,2.416646532,1.454675386,1.918255215,3.443038712,2.778511094,4.458125577,3.621851183,6.24957287,7.366242872
PFKL,25.63554207,31.59216103,53.32707722,80.79051545,76.9620418,85.59257553,99.29461512,73.99352169,46.77005929,99.11769657
PFKM,40.80580282,41.91783258,17.9850775,12.59654258,15.18987667,16.8154048,18.27831487,19.06710086,21.21947998,15.53079778
PFKP,22.68943346,34.40425882,24.43193432,39.19634822,27.90886674,24.17665498,26.3029409,25.02369908,50.11285408,34.10969606
PFN1,146.2061362,179.0515385,226.9954818,242.2116918,114.6734423,132.2859957,142.416848,113.3848949,163.9713514,159.7894113
PFN2,31.96747699,26.45129477,5.256667872,14.32297227,9.924052758,10.24801495,8.146211282,2.005487845,11.68524788,2.540083749
PGAM1,54.34910806,61.53616913,69.13014164,97.37926684,46.33925043,52.28183596,53.97979505,62.91843956,98.3653702,117.6965948
PGAM5,8.574495204,10.85293988,15.47245638,25.96038724,11.13924289,11.94398925,13.2933199,33.46470763,21.59736113,38.95399863
PGAP1,20.35892964,15.07108656,7.603984972,8.440322944,26.32911956,33.73906329,32.38220305,23.82639291,19.79515872,41.40336511
PGAP2,2.066673203,2.109073337,4.264843745,4.955492638,3.726583076,5.196176592,5.349750692,6.076328844,3.982285968,7.747255434
PGAP3,5.144697122,5.975707789,4.661573396,16.68882037,14.66329428,15.6606989,21.31794594,8.470941197,10.02838437,14.5873381
PGBD1,8.398608123,9.139317795,1.950587449,0.927156687,1.539240836,2.706341975,2.066949131,0.688451051,2.034744655,0.689451303
PGBD2,1.58298373,1.713622087,3.768931682,2.845411902,3.281013361,3.897132444,3.850199362,3.711649146,1.569660163,3.048100499
PGBD4,1.231209568,1.581805003,2.677925142,1.118982208,1.660759849,1.407297827,1.540079745,1.526565375,1.598727943,0.834598946
PGBD5,0.791491865,0.351512223,0.793459301,1.087011288,1.498734498,1.804227983,1.945363888,1.436767412,2.906778079,0.344725652
PGD,9.058184677,11.38020822,21.22503631,69.60069337,37.54937513,35.90413687,36.7592718,51.63382885,56.88564701,70.2151722
PGF,0.879435406,0.834841529,4.132600528,1.31080773,1.539240836,1.515551506,0.770039872,0.478922471,4.011353749,1.614767526
PGGT1B,13.80713587,11.90747655,13.22432169,29.0615665,17.49873792,18.83614015,21.31794594,8.051884035,12.67355242,14.9139203
PGK1,44.49943152,49.34352829,82.98261861,148.6647791,76.27343405,84.79871522,79.84097624,275.6498144,233.1817375,198.8522706
PGLS,4.74895119,5.712073622,9.819058855,11.57347313,10.12658445,11.1862135,10.78055821,12.69144547,15.26058492,11.26708577
PGM1,20.53481672,27.90128269,14.81124029,43.51242245,49.45823844,50.95139825,59.33359859,34.36268726,19.6788876,4.826159123
PGM2,12.5759263,19.33317226,11.86882872,18.4791919,13.85316752,13.78430179,10.94267187,12.66151281,18.89405751,21.11898203
PGM2L1,19.47949423,14.76351336,12.72840963,16.68882037,13.48861048,13.02652604,15.07657013,15.86430684,25.66685044,12.08354126
PGM3,10.33336601,10.63324474,9.3892684,26.75966024,18.55190271,16.8154048,15.40079745,23.52706636,22.46939455,36.72235363
PGM5,355.3433508,344.5421749,25.51599809,14.23920846,36.44841287,35.88789882,23.53890305,7.87049215,1.395253478,5.275209643
PGP,3.781572244,4.130268619,4.165661333,7.800904539,4.415190819,4.546654518,5.430807521,8.171614653,6.743725143,5.751475346
PGPEP1,30.51640857,30.71338048,23.37398859,41.14657435,37.14431175,41.4250745,43.527517,40.28935283,15.20244935,13.44430041
PGR,38.34338368,26.36341672,5.091363851,2.58964454,5.954431655,4.943584674,3.769142533,0.419057162,1.424321259,0.635020937
PGRMC1,36.23273871,32.03155131,15.83612522,57.67554012,39.41266667,42.47152673,36.96191387,121.6163749,51.10115863,60.2181283
PGRMC2,36.23273871,33.04214895,17.85283428,47.63667116,26.45063858,26.66648959,25.53290103,17.80992937,24.15532584,38.59112953
PGS1,6.463850231,7.293878625,10.84394379,6.841776932,10.24810346,7.61384209,9.888933098,7.034173785,8.342453087,4.227425096
PHACTR1,0.439717703,1.098475697,6.579100041,0.831243926,2.75443097,0.974283111,0.770039872,0.74831636,1.162711232,0.689451303
PHACTR2,38.56324253,35.94212479,54.35196215,81.68570122,50.14684618,57.62704179,54.8349446,77.37591164,68.19301373,60.83500579
PHACTR4,28.80150953,30.01035603,26.5808866,51.95274539,34.06583008,40.73946786,43.56804541,34.09329337,22.38219121,36.50463216
PHAX,21.94191337,18.7619649,22.21686044,20.71715632,13.73164851,16.02154449,15.44132586,10.26690046,15.23151713,9.833752799
PHB,24.27241719,24.9134288,21.58870516,67.65046723,32.28355122,39.87343843,48.79621086,52.23248194,25.724986,48.09830013
PHB2,38.78310138,33.34972215,50.61609127,60.77671938,42.97722439,46.18823637,52.56535339,33.31504435,37.23582719,73.39027689
PHC1,36.67245641,39.41330799,18.94384082,8.760032146,12.55696471,10.86145246,9.199950054,4.609628779,9.650503223,5.769618801
PHC2,42.12495592,46.57536953,30.11839265,23.40271362,37.67089414,25.15093809,24.19546336,32.20753614,53.19403885,31.55146885
PHC3,124.8358558,124.3913879,107.6459786,67.17090343,60.67849401,66.6481817,70.43838412,73.03567675,91.94139064,44.83247817
PHF1,22.42560284,22.54072129,17.58834785,6.330242208,13.04304077,9.995423028,11.67218333,4.370167543,15.95821165,5.080167498
PHF10,23.39298179,19.11347712,22.24992124,15.56983816,11.2607619,10.75319878,12.80697893,17.9895253,12.15033237,21.75400296
PHF11,9.717761231,9.007500712,9.653754834,8.280468343,6.764558411,6.098290584,7.173529338,10.86555355,10.69694333,15.04092448
PHF12,28.62562245,32.29518548,29.32493335,20.33350527,17.45823159,21.00121373,22.6148552,18.43851511,22.96354682,17.00041766
PHF13,19.25963538,16.12562323,9.3892684,5.371114601,10.73417951,8.010772246,6.038733736,13.76902103,10.75507889,7.674681613
PHF14,30.12066264,28.8679413,24.2666303,25.44885251,23.97975197,29.22849333,27.39720809,38.19406702,30.08515312,34.61771281
PHF19,15.91778084,15.02714753,19.86954334,8.632148465,8.627849949,7.686011209,7.984097624,19.63582129,8.429656429,16.14767526
PHF2,44.93914922,34.40425882,27.70495394,24.52169583,28.47595546,22.69718803,24.92497482,33.64430355,24.03905471,21.77214642
PHF20,37.59586359,31.59216103,35.90403339,21.644313,24.14177732,21.68682036,19.7778662,47.74258378,29.88167865,26.10843225
PHF20L1,33.99017842,33.13002701,22.31604285,26.0563,24.8708914,24.86226161,26.18135566,29.33400132,27.61439175,80.13964228
PHF21A,34.42989613,41.65419841,22.81195492,9.23959595,14.70380062,14.83075402,15.36026903,8.860065704,17.81854962,9.978900442
PHF23,12.92770046,13.00595225,13.12513928,16.36911116,10.32911614,11.98007381,10.7400298,9.069594285,15.2896527,15.09535485
PHF3,115.0741228,105.0142766,107.6459786,102.9783341,87.898753,106.4855356,101.6452632,88.87005093,74.41351882,89.59238251
PHF5A,6.639737312,5.448439455,8.033775427,7.545137177,5.630380952,5.701360427,4.174426677,9.159392248,5.610081693,10.92236012
PHF6,11.69649089,12.08323266,41.39212689,20.71715632,10.32911614,13.09869516,13.65807563,51.6038962,29.38752638,29.77341023
PHF7,1.67092727,1.933317226,1.785283428,2.717528221,3.362026036,3.031103012,3.566500462,1.107508213,1.017372328,1.469619883
PHF8,20.53481672,24.34222144,32.96162181,22.73132429,27.17975266,24.10448586,28.81570259,29.30406866,33.42794791,28.14049925
PHGDH,12.75181338,15.42259878,7.703167385,3.548772147,4.94177321,3.897132444,1.945363888,1.795959264,1.10457567,5.388606239
PHGR1,2.066673203,15.73017197,26.28333936,569.9455952,237.6506838,329.1633533,366.903735,37.38588535,6.714657363,76.32951665
PHIP,101.6187611,83.39627488,85.49523973,56.65247067,57.92406304,64.19443165,68.65513389,68.57571124,67.84420037,102.3290882
PHKA1,12.31209568,7.821146959,3.967296507,6.394184048,5.630380952,4.113639802,4.174426677,10.1771025,24.91108814,3.011813588
PHKA2,11.74046266,10.67718377,14.15002421,8.696090306,16.85063652,19.01656294,22.77696886,12.75131078,16.51049949,23.5683485
PHKB,49.64412864,47.41021106,39.01174899,60.04138821,42.65317369,50.84314457,51.75478511,55.13594942,41.74133322,54.12192731
PHKG2,3.078023919,4.481780842,6.116248782,5.594911042,5.630380952,5.701360427,6.646659951,6.465453352,5.668217254,3.247678507
PHLDA1,22.64546169,4.92117112,20.69606345,11.50953129,22.27848578,11.22229806,6.525074708,13.2601659,83.48266643,39.46201538
PHLDA2,0.175887081,0.351512223,0.62815528,4.987463558,1.134177458,1.623805185,1.985892302,4.639561433,7.266945198,7.928689987
PHLDA3,22.68943346,40.07239341,3.405262835,1.726429693,5.630380952,4.474485399,2.958574247,2.155151117,14.12694146,1.32447224
PHLDB1,61.16473245,69.29184694,33.45753388,29.31733386,57.72153135,50.0131997,52.24112608,12.09279238,29.53286528,19.05062812
PHLDB2,73.82860229,133.9700959,16.36509809,11.28573485,48.12152929,22.30855732,14.10388819,3.292591985,71.59568815,5.334175873
PHLDB3,2.770221527,2.812097783,3.173837206,1.630516932,2.025316889,2.309411819,2.229062788,2.454477661,2.121947998,1.05232041
PHLPP1,15.12628897,15.15896461,16.06755085,18.70298834,20.98228297,23.05803363,21.64217326,11.97306176,7.557623006,8.218985273
PHLPP2,21.37028035,18.84984295,18.24956393,48.97944981,71.04811648,91.83520435,95.2823021,23.91619087,14.44668705,17.52657787
PHOSPHO2,2.902136838,1.953968569,0.941241096,1.41886944,1.230582542,2.525919177,2.188534374,2.334747044,1.511524601,1.578480615
PHPT1,10.46528133,15.37865975,16.96019257,11.98909509,10.20759712,11.65531277,12.52328003,16.16363338,7.470419663,19.26834958
PHRF1,31.17598513,36.99666146,40.92927563,32.48245497,33.13418431,30.34711468,36.84032863,40.46894876,32.58498227,31.84176414
PHTF1,4.529092338,8.524171405,5.256667872,3.516801227,3.524051388,4.113639802,4.944466549,4.28036958,7.848300813,4.390716194
PHTF2,14.68657127,15.11502558,30.28369667,13.93932123,15.71645906,16.92365848,17.91355914,12.27238831,26.21913827,8.218985273
PHYH,12.44401099,10.54536669,3.405262835,18.70298834,15.4329147,16.70715113,15.88713842,6.255924771,5.348471665,3.791982168
PHYHD1,4.221289946,3.427244173,1.950587449,0.703360245,3.11898801,1.695974304,1.053738773,0.089797963,0.523220054,0.108860732
PHYHIP,4.79292296,1.84543917,0.297547238,0.511534724,2.75443097,1.659889745,0.648454629,0.119730618,0.72669452,0.036286911
PHYKPL,10.72911195,10.4135496,16.76182774,13.93932123,20.29367523,20.31560709,24.6007475,11.46420664,6.540250678,5.624471158
PI15,58.48245447,2.724219727,10.21578851,34.68844846,4.617722508,5.845698666,3.08015949,0,0.697626739,0.580590571
PI16,8.442579893,0.571207362,4.959120634,6.362213128,22.31899212,11.15012894,7.65987031,0,0.029067781,0
PI3,0.131915311,0.659085418,5.488093502,6.042503926,2.470886605,3.788878765,6.808773608,37.41581801,11.85965456,92.82191757
PI4K2A,12.48798276,13.0938303,11.00924781,8.376381103,10.6126605,13.20694884,10.05104676,9.937641263,23.83558025,10.28733918
PI4K2B,5.408527744,6.239341956,16.72876694,29.66901398,14.70380062,18.61963279,20.38579241,25.08356439,21.51015779,30.37214425
PI4KA,61.93819589,64.67385511,70.30181654,57.952728,49.36507386,52.95914315,57.10331995,52.31090549,46.25003669,41.90394304
PI4KAP1,4.975845524,3.553349183,11.16860088,1.730266204,13.16091421,17.48874269,16.9254764,2.142878729,4.632822902,1.421721161
PI4KAP2,5.676315825,7.636603042,8.835830538,4.994177451,8.645672737,11.22734989,10.90984386,6.138289439,3.889850425,4.279496813
PI4KB,34.4738679,38.09513716,30.84573034,26.47192196,31.14937376,30.92446763,31.45004952,23.85632556,22.00431006,21.55442495
PIAS1,24.36036073,22.36496518,28.26698761,18.4791919,15.39240836,14.18123195,16.25189415,9.30905552,17.87668519,17.43586059
PIAS2,29.02136838,22.01345296,15.83612522,9.815072514,14.70380062,20.45994533,21.68270167,10.71589028,11.97592569,7.52953397
PIAS3,15.52203491,20.0361967,9.124781967,5.147318159,6.926583762,8.010772246,6.970887266,4.54976347,17.20812623,3.937129811
PIAS4,10.90499903,12.610501,8.694991512,8.887915827,7.534178829,7.505588411,10.53738773,7.393365638,8.80753758,8.491137103
PIBF1,13.67522056,13.79685475,13.72023375,11.09390932,10.97721754,10.50060686,13.82018929,24.4849113,13.95253478,36.03290232
PICALM,79.32507358,73.20242042,83.37934826,97.79904502,90.73419664,72.74647229,64.48070721,70.3118052,129.6713701,115.5556671
PICK1,3.20993923,4.174207647,6.314613607,9.143683189,6.156963344,6.711728098,9.402592126,6.31579008,6.017030624,6.604217747
PID1,22.02985691,12.17111072,8.099897036,9.974927116,24.14177732,28.14595654,24.51969067,24.21551741,1.685931286,1.161181142
PIDD1,2.682277987,3.119670978,6.909708083,3.005266503,3.443038712,3.24761037,4.660767649,5.29807983,2.180083559,2.594514115
PIEZO1,102.4542247,120.3489973,57.98865061,38.84466809,57.27596163,44.9974459,45.55393771,82.64405882,89.76130708,66.58648113
PIEZO2,31.6596746,20.56346504,4.297904549,2.717528221,5.387342926,5.773529547,4.052841434,1.346969448,4.738048269,1.596624071
PIF1,1.143266027,0.834841529,3.570566857,1.34277865,0.850633094,1.299044148,1.945363888,1.436767412,1.133643451,2.013923544
PIGA,3.034052149,2.724219727,5.355850285,9.23959595,7.898735869,6.278713382,4.86340972,8.021951381,10.52253665,6.567930836
PIGB,3.957459325,3.251488062,4.92605983,5.051405398,2.75443097,4.077555242,4.093369848,1.287104139,3.66254038,3.791982168
PIGBOS1,2.154616744,1.889378198,2.281195492,2.525702699,1.296202809,1.876397103,2.593818518,1.825891919,1.511524601,2.394936106
PIGC,4.397177028,5.404500427,5.058303047,5.562940122,4.739241521,5.44876851,5.390279107,5.806934955,6.017030624,6.985230309
PIGF,1.275181338,1.757561114,2.248134687,5.179289079,2.592405618,2.598088296,3.971784605,3.412322602,4.592709365,6.967086854
PIGG,19.17169184,21.35436754,14.0508418,17.36020969,15.18987667,16.77932025,18.68359901,9.129459594,12.15033237,11.52109415
PIGH,4.045402865,2.943914867,2.545681925,2.941324662,2.794937307,2.778511094,3.039631075,2.005487845,2.180083559,9.434596781
PIGK,20.18304256,16.60895253,11.37291665,14.54676871,10.97721754,12.91827236,10.53738773,11.5540046,11.83058678,13.48058732
PIGL,2.198588514,1.933317226,3.636688465,2.142051656,3.11898801,3.680625086,4.660767649,1.586430684,1.976609094,1.05232041
PIGM,6.595765541,7.865085987,5.488093502,7.225427975,5.022785886,5.37659939,6.403489465,12.42205158,8.226181964,8.400419827
PIGN,7.870946879,10.01809835,10.976187,17.80780257,10.73417951,9.634577431,10.7400298,13.94861695,15.60939828,7.964976898
PIGO,5.144697122,4.52571987,7.240316126,15.21815804,11.74683796,12.66568044,15.40079745,12.90097405,9.824909907,15.38565014
PIGP,4.573064109,3.822695424,2.942411576,3.229062944,2.268354916,2.20115814,1.985892302,2.693938897,3.749743722,5.261602051
PIGQ,5.672358366,6.854488346,6.843586475,7.385282576,6.03544433,8.552040641,7.416699824,9.698180028,10.98762114,7.057804131
PIGR,26.7788081,279.7597904,990.4025122,11048.70244,5388.963179,7054.603584,9369.075127,1208.979911,77.81444918,75.15019206
PIGS,13.67522056,14.93926947,12.82759204,23.27482994,19.48354848,21.68682036,22.69591203,16.6126232,17.52787182,12.70041874
PIGT,19.65538131,18.36651365,21.52258355,49.71478098,35.60507092,36.12064423,45.47288089,88.69045501,25.63778266,49.60420692
PIGU,2.858165068,3.471183201,4.6946342,11.12588024,6.116457006,7.108658254,5.957676907,13.70915572,6.656521801,10.48691719
PIGV,4.573064109,3.471183201,4.165661333,7.513166257,5.427849264,5.953952345,6.687188365,6.704914587,6.046098404,5.588184247
PIGW,1.407096649,1.142414724,2.049769862,4.380016073,1.620253512,2.345496378,2.674875346,4.908955323,3.604404818,3.918986355
PIGX,8.00286219,8.655988489,6.017066369,9.527334232,6.359495033,6.386967061,5.876620079,15.86430684,9.011012045,7.547677425
PIGY,9.58584592,9.55673856,6.496448031,8.839959447,6.825317917,6.332840222,7.700398724,6.166126808,8.022707498,12.57341456
PIGZ,2.990080379,8.21659821,10.05048448,18.09554086,29.48861391,40.91989066,46.04027869,12.00299442,1.017372328,4.826159123
PIH1D1,6.37590669,7.909025015,9.554572422,9.27156687,9.51898938,10.71711422,8.348853353,8.979796322,11.71431566,9.271305683
PIK3AP1,3.473769852,4.481780842,91.74373173,11.76529865,13.12405344,12.701765,14.1444166,16.37316196,56.97285035,14.46033391
