circRNA,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
hsa_circ_0013488,0.207012344,0.087856542,0.130869306,0.081077766,0.10639019,0.033412611,0.157442432,0.052306777,0.135333081,0.074960172
hsa_circ_0013489,0.606250436,0.175713084,0.157043167,0,0.10639019,0.100237832,0.052480811,0,0,0
hsa_circ_0009776,0.029573192,0.043928271,0.078521584,0.121616649,0.070926793,0.100237832,0.157442432,0,0.045111027,0.024986724
hsa_circ_0009777,1.123781297,0.944457827,2.041561175,1.662094205,0.81565812,0.835315268,1.416981886,1.569203298,1.217997733,1.199362749
hsa_circ_0013490,0.133079364,0.131784813,0.078521584,0.202694415,0,0.066825221,0.104961621,0.15692033,0,0.074960172
hsa_circ_0013491,0.177439152,0.175713084,0.052347722,0,0.10639019,0.133650443,0.314884863,0.15692033,0,0.049973448
hsa_circ_0013492,0.118292768,0.109820678,0,0.162155532,0.035463397,0.033412611,0.209923242,0.31384066,0.045111027,0.074960172
hsa_circ_0013493,0.162652556,0.109820678,0.026173861,0,0.283707172,0.100237832,0,0.104613553,0,0.024986724
hsa_circ_0013494,0.709756608,0.549103388,0.968432865,0.486466596,0.354633965,0.267300886,0.89217378,0.575374543,1.037553624,0.399787583
hsa_circ_0009778,0.133079364,0.043928271,0.052347722,0.040538883,0.070926793,0.300713497,0.052480811,0.15692033,0,0.049973448
hsa_circ_0013495,0.07393298,0,0.078521584,0.040538883,0,0,0,0.209227106,0.135333081,0.049973448
hsa_circ_0013496,0.088719576,0.087856542,0.078521584,0.121616649,0.10639019,0.033412611,0,0.15692033,0.090222054,0
hsa_circ_0000106,0.029573192,0.021964136,0.104695445,0.040538883,0.070926793,0.133650443,0.104961621,0.418454213,0.045111027,0.049973448
hsa_circ_0013497,0.029573192,0.043928271,0,0,0.212780379,0.233888275,0.262404053,0.209227106,0.270666163,0.099946896
hsa_circ_0009779,0.014786596,0.021964136,0,0.486466596,0.10639019,0.133650443,0.314884863,0.627681319,0.225555136,0.099946896
hsa_circ_0110414,0.207012344,0.065892407,0.026173861,0,0.035463397,0,0.314884863,0,0.045111027,0.099946896
hsa_circ_0009780,0.088719576,0.19767722,0,0,0.177316983,0.066825221,0.157442432,0.104613553,0,0
hsa_circ_0009781,0.133079364,0.109820678,0.052347722,0.040538883,0.035463397,0.066825221,0.104961621,0.31384066,0.045111027,0.12493362
hsa_circ_0009782,0.088719576,0.065892407,0.104695445,0.081077766,0.10639019,0.066825221,0.104961621,0.052306777,0.090222054,0.199893791
hsa_circ_0013498,0.192225748,0.329462033,0.314086335,0.445927713,0.602877741,0.334126107,0.209923242,0.209227106,0.63155438,0.12493362
hsa_circ_0013499,0,0.043928271,0.104695445,0.040538883,0.070926793,0.033412611,0.209923242,0.104613553,0.045111027,0.224880515
hsa_circ_0009783,0.354878304,0.43928271,0.706694253,0.40538883,0.638341138,0.233888275,0.262404053,1.464589745,1.398441841,1.049442405
hsa_circ_0110415,0.118292768,0,0.20939089,0.162155532,0.070926793,0.167063054,0.104961621,0.575374543,0.135333081,0.049973448
hsa_circ_0013500,0.340091708,0.131784813,0.183217029,0,0.248243776,0.066825221,0.262404053,0.209227106,0.31577719,0.099946896
hsa_circ_0013501,0.014786596,0.043928271,0.026173861,0.162155532,0.10639019,0.100237832,0.472327295,0.15692033,0.090222054,0.074960172
hsa_circ_0013502,0,0.087856542,0.026173861,0.081077766,0,0.100237832,0.052480811,0.209227106,0.045111027,0.099946896
hsa_circ_0013503,0.340091708,0.263569626,0,0,0.141853586,0.100237832,0.104961621,0,0,0
hsa_circ_0013504,0.059146384,0.087856542,0.078521584,0.081077766,0.035463397,0,0.052480811,0.575374543,0.090222054,0.174907068
hsa_circ_0013505,0.044359788,0.19767722,0.392607918,0.081077766,0.212780379,0.066825221,0.104961621,0.679988096,0.090222054,0.474747755
hsa_circ_0110416,0.29573192,0.219641355,0,0,0.10639019,0,0.104961621,0,0,0
hsa_circ_0110417,0.162652556,0.175713084,0.130869306,0.040538883,0.070926793,0.100237832,0.262404053,0.209227106,0,0.274853963
hsa_circ_0009784,0.118292768,0.153748949,0.183217029,0,0,0.167063054,0.262404053,0.31384066,0.180444109,0.674641546
hsa_circ_0009785,0.088719576,0.021964136,0.157043167,0.202694415,0.177316983,0.167063054,0.314884863,0.15692033,0.496221298,0.499734479
hsa_circ_0009786,0.177439152,0.329462033,0.287912473,0.324311064,0.673804534,0.100237832,0.157442432,0,0,0
hsa_circ_0009787,0.029573192,0.065892407,0.104695445,0,0.177316983,0.033412611,0.052480811,0,0.090222054,0.149920344
hsa_circ_0009788,0.103506172,0.175713084,0.026173861,0.081077766,0,0,0.052480811,0,0.045111027,0.099946896
hsa_circ_0009789,0.103506172,0.153748949,0.104695445,0,0.141853586,0.033412611,0.104961621,0.052306777,0,0.399787583
hsa_circ_0009790,0,0,0.654346531,0.162155532,0.070926793,0.033412611,0.052480811,0,0.405999244,0.024986724
hsa_circ_0009791,0.088719576,0,0.287912473,0.243233298,0.177316983,0.066825221,0.104961621,0,0.045111027,0.049973448
hsa_circ_0013506,0.162652556,0.153748949,0.314086335,0,0.177316983,0.167063054,0,0.052306777,0.135333081,0.149920344
hsa_circ_0013507,0.14786596,0.065892407,0,0.081077766,0,0.167063054,0.314884863,0,0,0.024986724
hsa_circ_0110418,0.029573192,0.065892407,0.183217029,0.364849947,0.070926793,0.133650443,0,0.104613553,0.180444109,0.199893791
hsa_circ_0009792,0.044359788,0.043928271,0.078521584,0,0.10639019,0.066825221,0.157442432,0.209227106,0,0.174907068
hsa_circ_0009793,0.813262781,0.812673014,0.20939089,0.324311064,0.709267931,0.568014382,0.209923242,0.261533883,0.766887461,0.224880515
hsa_circ_0009794,0.207012344,0.351426168,0.157043167,0,0.10639019,0,0,0,0.045111027,0.024986724
hsa_circ_0009795,0.088719576,0,0.052347722,0,0.10639019,0.133650443,0.104961621,0,0,0
hsa_circ_0009796,1.256860661,1.164099182,0.497303363,0.891855427,1.063901896,0.701664825,0.472327295,0.104613553,0.270666163,0.399787583
hsa_circ_0009797,0,0,0.20939089,0.121616649,0.035463397,0.033412611,0.157442432,0,0,0
hsa_circ_0009798,0.384451496,0.307497897,0,0.081077766,0.035463397,0,0.209923242,0,0.090222054,0
hsa_circ_0009799,0.044359788,0.021964136,0,0.202694415,0.035463397,0.100237832,0.472327295,0.104613553,0.090222054,0.399787583
hsa_circ_0006576,0.088719576,0.131784813,0.078521584,0.040538883,0.035463397,0.100237832,0,0.104613553,0.045111027,0.12493362
hsa_circ_0110419,0.044359788,0.021964136,0.261738612,0.121616649,0,0.167063054,0.052480811,0,0.090222054,0
hsa_circ_0009800,0.532317456,0.307497897,0.183217029,0.243233298,0.92204831,0.534601772,0.682250538,0.052306777,0.135333081,0.12493362
hsa_circ_0009801,0.133079364,0.109820678,0.392607918,0.040538883,0.744731327,0.233888275,0.314884863,0.15692033,0.135333081,0.049973448
hsa_circ_0009802,0.044359788,0.087856542,0,0.121616649,0,0.167063054,0,0.052306777,0.090222054,0
hsa_circ_0009803,0.103506172,0.043928271,0.052347722,0.081077766,0.070926793,0.100237832,0,0,0,0.149920344
hsa_circ_0009804,0.133079364,0.065892407,0.340260196,0.202694415,0.177316983,0.100237832,0.157442432,0.366147436,0.135333081,0.149920344
hsa_circ_0009805,0.103506172,0.153748949,0.261738612,0.162155532,0.283707172,0.233888275,0.314884863,0.104613553,0.225555136,0.249867239
hsa_circ_0009806,0.192225748,0.109820678,0.130869306,0.243233298,0.141853586,0.167063054,0.209923242,0.15692033,0.31577719,0.224880515
hsa_circ_0009807,0.059146384,0.021964136,0.104695445,0.162155532,0.248243776,0.066825221,0.157442432,0.052306777,0,0.049973448
hsa_circ_0009808,0.029573192,0.087856542,0.157043167,0.121616649,0,0,0,0.052306777,0,0.149920344
hsa_circ_0009809,0.990701933,1.010350233,0.20939089,0.040538883,0.212780379,0.46777655,0.104961621,0,0,0
hsa_circ_0009810,0.029573192,0.043928271,0.078521584,0.202694415,0.10639019,0.100237832,0,0.15692033,0.090222054,0.274853963
hsa_circ_0009811,0.044359788,0.065892407,0,0,0.10639019,0.100237832,0,0.209227106,0,0.174907068
hsa_circ_0009812,0.133079364,0.043928271,0.366434057,0.283772181,0.248243776,0.100237832,0.524808106,0.15692033,0.180444109,0.499734479
hsa_circ_0009813,0.650610224,0.417318575,0.628172669,0.689161012,0.531950948,0.601426993,0.524808106,0.784601649,0.360888217,1.724083952
hsa_circ_0009814,0.029573192,0.043928271,0,0.162155532,0,0.133650443,0.052480811,0.052306777,0.045111027,0.149920344
hsa_circ_0009815,0.044359788,0.043928271,0.183217029,0.040538883,0.177316983,0.100237832,0,0.261533883,0.135333081,0.174907068
hsa_circ_0110420,0.162652556,0.087856542,0.026173861,0.040538883,0.248243776,0,0,0.209227106,0.090222054,0.049973448
hsa_circ_0009816,0.088719576,0.043928271,0.130869306,0.081077766,0.177316983,0.033412611,0.052480811,0.052306777,0.270666163,0.174907068
hsa_circ_0013508,0.103506172,0.065892407,0.026173861,0,0,0.033412611,0.052480811,0.104613553,0.045111027,0.174907068
hsa_circ_0013509,0.07393298,0.021964136,0,0,0.035463397,0.133650443,0.052480811,0,0.225555136,0.249867239
hsa_circ_0013510,0.650610224,0.505175117,0.41878178,0.729699895,0.673804534,0.735077436,0.577288916,0.470760989,0.31577719,0.399787583
hsa_circ_0013511,0.22179894,0.175713084,0.052347722,0.040538883,0.035463397,0,0.052480811,0,0.180444109,0
hsa_circ_0013512,0.014786596,0.043928271,0.078521584,0,0,0,0.157442432,0.15692033,0,0.224880515
hsa_circ_0013513,0.414024688,0.263569626,0.104695445,0,0.035463397,0.033412611,0,0,0,0
hsa_circ_0013514,0.709756608,0.417318575,0.287912473,0.202694415,0.354633965,0.267300886,0.314884863,0.470760989,0.496221298,0.424774307
hsa_circ_0009817,0.088719576,0.19767722,0.052347722,0.162155532,0.035463397,0.100237832,0.052480811,0.104613553,0.090222054,0.099946896
hsa_circ_0110421,0.044359788,0.043928271,0.183217029,0.040538883,0.070926793,0.233888275,0.157442432,0,0,0.024986724
hsa_circ_0110422,0.044359788,0.021964136,0.366434057,0.364849947,0.035463397,0.033412611,0.052480811,0.15692033,0.135333081,0.12493362
hsa_circ_0013515,0.103506172,0.241605491,0.026173861,0.040538883,0.035463397,0.033412611,0,0,0.135333081,0.074960172
hsa_circ_0006130,0.251372132,0.263569626,0.157043167,0.324311064,0.602877741,0.501189161,0.157442432,0.732294872,0.180444109,0.724614994
hsa_circ_0013516,0.680183416,0.988386098,0.575824947,0.810777661,0.709267931,1.236266597,0.94465459,0.889215202,1.037553624,1.948964467
hsa_circ_0110423,0.650610224,0.988386098,0.104695445,0.040538883,0.035463397,0.300713497,0.052480811,0.052306777,0,0
hsa_circ_0110424,0.014786596,0.043928271,0,0.040538883,0.10639019,0.100237832,0.104961621,0,0.270666163,0.199893791
hsa_circ_0009818,0.103506172,0.109820678,0.078521584,0.162155532,0.212780379,0.200475664,0.209923242,0.627681319,0.405999244,0.274853963
hsa_circ_0009819,0.280945324,0.307497897,0.235564751,0,0.141853586,0.167063054,0,0.052306777,0.360888217,0.224880515
hsa_circ_0009820,0.029573192,0,0.026173861,0,0,0.100237832,0,0.31384066,0.045111027,0.12493362
hsa_circ_0110425,0.280945324,0.131784813,0.052347722,0.081077766,0,0.033412611,0.052480811,0,0,0.174907068
hsa_circ_0009821,0.133079364,0.087856542,0.078521584,0.283772181,0.070926793,0.033412611,0,0,0.045111027,0.099946896
hsa_circ_0013517,0.207012344,0.109820678,0.078521584,0.121616649,0.141853586,0.133650443,0.262404053,0.052306777,0.135333081,0.224880515
hsa_circ_0110426,0.694970012,0.329462033,0.261738612,0.40538883,0.283707172,0.167063054,0.314884863,0.15692033,0.360888217,0.249867239
hsa_circ_0013518,0,0,0.026173861,0.243233298,0.070926793,0.100237832,0.157442432,0.366147436,0.045111027,0.049973448
hsa_circ_0110427,0.14786596,0.153748949,0.130869306,0.324311064,0.177316983,0.434363939,0.104961621,0.052306777,0.090222054,0.199893791
hsa_circ_0110428,0.088719576,0.175713084,0.078521584,0,0.212780379,0.066825221,0.052480811,0.209227106,0.090222054,0.149920344
hsa_circ_0013519,0.207012344,0.087856542,0.261738612,0.162155532,0.070926793,0.066825221,0.472327295,0.104613553,0.270666163,0.274853963
hsa_circ_0110429,0.059146384,0.065892407,0.026173861,0.121616649,0.141853586,0.133650443,0.052480811,0.104613553,0,0.049973448
hsa_circ_0110430,0,0.021964136,0.104695445,0.040538883,0.035463397,0,0,0.209227106,0,0.099946896
hsa_circ_0110431,0,0,0.052347722,0.121616649,0.035463397,0.066825221,0.052480811,0.31384066,0.045111027,0.199893791
hsa_circ_0110432,0,0.153748949,0.026173861,0.162155532,0.035463397,0,0.052480811,0.104613553,0.180444109,0.099946896
hsa_circ_0110433,0.192225748,0.087856542,0.183217029,0.081077766,0.035463397,0.100237832,0,0.104613553,0.180444109,0.249867239
hsa_circ_0110434,0.325305112,0.087856542,0.104695445,0.243233298,0.070926793,0.100237832,0.157442432,0.679988096,0.135333081,0.349814135
hsa_circ_0110435,0.118292768,0.087856542,0.078521584,0.243233298,0,0.133650443,0,0.104613553,0.090222054,0
hsa_circ_0110436,0.029573192,0.065892407,0.052347722,0.040538883,0.141853586,0.167063054,0.052480811,0.209227106,0.31577719,0.149920344
hsa_circ_0110437,0.044359788,0.043928271,0.104695445,0.040538883,0,0.066825221,0.052480811,0.15692033,0.180444109,0.074960172
hsa_circ_0110438,0.236585536,0.219641355,0,0.081077766,0.035463397,0.100237832,0.052480811,0,0,0
hsa_circ_0009822,0.059146384,0.021964136,0.052347722,0.081077766,0.035463397,0.066825221,0,0.31384066,0.180444109,0.174907068
hsa_circ_0009823,0.044359788,0.065892407,0.261738612,0.121616649,0.035463397,0.100237832,0.209923242,0.052306777,0.225555136,0.249867239
hsa_circ_0110439,0.088719576,0.241605491,0.052347722,0.040538883,0.177316983,0.033412611,0.104961621,0,0.090222054,0
hsa_circ_0009824,0,0,0.104695445,0.162155532,0,0.066825221,0.104961621,0.052306777,0.135333081,0.099946896
hsa_circ_0110440,0.192225748,0.285533762,0.157043167,0.243233298,0.070926793,0.267300886,0.209923242,0.15692033,0.405999244,0.199893791
hsa_circ_0009825,0.621037032,0.351426168,0,0,0,0.233888275,0.104961621,0,0,0
hsa_circ_0110441,0.059146384,0.043928271,0.104695445,0.121616649,0.141853586,0.133650443,0.209923242,0.366147436,0.360888217,0.049973448
hsa_circ_0009826,0.310518516,0.329462033,0.811389698,0.445927713,0.461024155,0.334126107,0.524808106,0.941521979,0.496221298,0.749601718
hsa_circ_0009827,0.07393298,0.131784813,0.052347722,0.121616649,0,0.066825221,0.209923242,0.052306777,0.090222054,0.12493362
hsa_circ_0110442,1.508232793,1.142135046,0.759041975,0.243233298,1.099365293,0.46777655,0.472327295,0.418454213,0.31577719,0.099946896
hsa_circ_0009828,0.192225748,0.175713084,0.183217029,0.081077766,0.177316983,0,0.104961621,0.31384066,0.180444109,0.099946896
hsa_circ_0009829,0.044359788,0.043928271,0.052347722,0.162155532,0.212780379,0.066825221,0.052480811,0.052306777,0.270666163,0.049973448
hsa_circ_0009830,0.133079364,0.087856542,0.104695445,0.081077766,0.070926793,0.066825221,0.157442432,0.418454213,0.135333081,0.149920344
hsa_circ_0009831,0,0.065892407,0.078521584,0.040538883,0.10639019,0.033412611,0,0.15692033,0.135333081,0.149920344
hsa_circ_0009832,0,0,0.026173861,0,0.035463397,0.100237832,0,0.261533883,0,0.099946896
hsa_circ_0009833,0.014786596,0,0.130869306,0.283772181,0.177316983,0.066825221,0.157442432,0.575374543,0.090222054,0.374800859
hsa_circ_0009834,0,0,0.130869306,0.040538883,0.070926793,0.100237832,0,0.784601649,0.135333081,0.374800859
hsa_circ_0110443,0.088719576,0.065892407,0.235564751,0.081077766,0.070926793,0.033412611,0.052480811,0,0,0.12493362
hsa_circ_0009835,0.044359788,0.043928271,0.026173861,0,0.141853586,0.100237832,0.052480811,0.052306777,0,0.199893791
hsa_circ_0009836,0.044359788,0.021964136,0.20939089,0.040538883,0.070926793,0.100237832,0.104961621,0.209227106,0,0.049973448
hsa_circ_0009837,0.236585536,0.175713084,0.575824947,0.081077766,0.283707172,0.033412611,0.104961621,0.104613553,0.31577719,0.12493362
hsa_circ_0009838,0.014786596,0,0.026173861,0,0,0.033412611,0,0.209227106,0.180444109,0
hsa_circ_0009839,0.029573192,0.043928271,0.052347722,0.081077766,0.070926793,0.033412611,0,0.523067766,0.090222054,0.299840687
hsa_circ_0009840,0.088719576,0.087856542,0.130869306,0,0,0.066825221,0.157442432,0.261533883,0.225555136,0.249867239
hsa_circ_0110444,0.029573192,0.065892407,0.026173861,0,0.10639019,0.100237832,0,0.052306777,0.045111027,0.174907068
hsa_circ_0110445,0.044359788,0.087856542,0.130869306,0.081077766,0.070926793,0.100237832,0.157442432,0.15692033,0.135333081,0.074960172
hsa_circ_0009841,0.22179894,0.219641355,0.340260196,0.121616649,0.248243776,0.033412611,0,0.052306777,0.045111027,0
hsa_circ_0110446,0.103506172,0.065892407,0.104695445,0,0.070926793,0.033412611,0,0.209227106,0.090222054,0
hsa_circ_0009842,0.014786596,0.021964136,0,0.202694415,0.070926793,0,0,0.261533883,0.045111027,0.099946896
hsa_circ_0009843,0.044359788,0.19767722,0.130869306,0.202694415,0,0.066825221,0.209923242,0.418454213,0.405999244,0.399787583
hsa_circ_0009844,0.192225748,0.109820678,0.20939089,0.081077766,0.177316983,0.033412611,0.052480811,0.418454213,0.045111027,0.174907068
hsa_circ_0110447,0.280945324,0.153748949,0.130869306,0.121616649,0.177316983,0.033412611,0.052480811,0,0.090222054,0.399787583
hsa_circ_0009845,0.473171072,0.263569626,0.392607918,0.283772181,0.141853586,0.300713497,0.314884863,0.941521979,0.496221298,1.449229988
hsa_circ_0009846,0.14786596,0.153748949,0.157043167,0.081077766,0.070926793,0.133650443,0.157442432,0.052306777,0.045111027,0.349814135
hsa_circ_0110448,0.399238092,0.285533762,0.20939089,0.52700548,0.141853586,0.300713497,0.367365674,0.15692033,0.225555136,1.349283093
hsa_circ_0110449,0.088719576,0.087856542,0.026173861,0,0,0.033412611,0.104961621,0,0.225555136,0
hsa_circ_0110450,0.07393298,0.175713084,0,0.243233298,0.319170569,0.300713497,0.209923242,0.15692033,0.135333081,0.224880515
hsa_circ_0110451,0.088719576,0.021964136,0.183217029,0.040538883,0.177316983,0.033412611,0,0.104613553,0.045111027,0.024986724
hsa_circ_0110452,0,0.021964136,0.052347722,0,0.035463397,0,0,0.418454213,0,0.224880515
hsa_circ_0110453,0.103506172,0.307497897,0.026173861,0.121616649,0.070926793,0,0,0.052306777,0.045111027,0
hsa_circ_0110454,0.103506172,0.043928271,0.130869306,0.040538883,0,0,0.104961621,0.15692033,0.090222054,0.024986724
hsa_circ_0110455,0.088719576,0.021964136,0.183217029,0.202694415,0.283707172,0.033412611,0.104961621,0.052306777,0,0.074960172
hsa_circ_0110456,0.014786596,0.043928271,0.104695445,0.081077766,0.177316983,0.100237832,0.052480811,0.15692033,0,0.099946896
hsa_circ_0110457,0.118292768,0.263569626,0,0,0.070926793,0,0.157442432,0,0,0
hsa_circ_0013520,0.340091708,0.131784813,0.130869306,0.040538883,0.141853586,0.133650443,0.209923242,0.261533883,0.045111027,0.099946896
hsa_circ_0110458,0.177439152,0.065892407,0.20939089,0.162155532,0.212780379,0.133650443,0.262404053,0.104613553,0.360888217,0.074960172
hsa_circ_0110459,0.014786596,0.021964136,0.026173861,0.040538883,0.035463397,0.167063054,0.157442432,0.052306777,0,0
hsa_circ_0110460,0.162652556,0.131784813,0.104695445,0,0.141853586,0.033412611,0.052480811,0.104613553,0,0.049973448
hsa_circ_0000107,0.103506172,0.19767722,0.130869306,0.162155532,0.10639019,0.133650443,0.209923242,0.104613553,0.270666163,0.249867239
hsa_circ_0110461,1.375153429,0.944457827,1.49191009,0.891855427,0.461024155,0.968965711,0.787212159,0.575374543,0.902220543,1.074429129
hsa_circ_0110462,0.014786596,0.043928271,0.130869306,0.243233298,0.035463397,0,0.052480811,0.470760989,0.090222054,0.649654822
hsa_circ_0110463,0.014786596,0.021964136,0.392607918,0.121616649,0.035463397,0.133650443,0.209923242,0,0,0.024986724
hsa_circ_0110464,0.044359788,0.021964136,0.026173861,0.162155532,0.212780379,0.133650443,0.104961621,0,0.270666163,0.424774307
hsa_circ_0110465,0.029573192,0,0.078521584,0.040538883,0.035463397,0.100237832,0.209923242,0.15692033,0.045111027,0.199893791
hsa_circ_0013521,0.014786596,0,0.157043167,0.121616649,0,0,0.157442432,0.104613553,0.045111027,0
hsa_circ_0110466,0.118292768,0.131784813,0,0.081077766,0.035463397,0.167063054,0,0.104613553,0.045111027,0
hsa_circ_0110467,0.103506172,0.109820678,0.078521584,0.121616649,0.212780379,0.167063054,0.262404053,0.366147436,0.270666163,0.349814135
hsa_circ_0110468,0.177439152,0.043928271,0.104695445,0.081077766,0,0.033412611,0,0,0,0.099946896
hsa_circ_0110469,0,0,0.052347722,0.121616649,0.141853586,0.100237832,0.104961621,0.209227106,0,0.224880515
hsa_circ_0110470,0.22179894,0.153748949,0.078521584,0.202694415,0.248243776,0.167063054,0.209923242,0.366147436,0.090222054,0.624668098
hsa_circ_0110471,0.029573192,0.153748949,0.026173861,0.162155532,0.035463397,0.066825221,0.052480811,0.052306777,0.225555136,0.12493362
hsa_circ_0110472,0.192225748,0.131784813,0.104695445,0.081077766,0.035463397,0.100237832,0.052480811,0,0,0.049973448
hsa_circ_0110473,0.340091708,0.329462033,0.759041975,0.770238778,0.531950948,0.701664825,0.89217378,0.104613553,0.270666163,0.199893791
hsa_circ_0110474,0.177439152,0.131784813,0.287912473,0.202694415,0.070926793,0.100237832,0.314884863,0.470760989,0.270666163,0.299840687
hsa_circ_0110475,0.266158728,0.131784813,0,0.040538883,0.10639019,0.100237832,0,0,0,0
hsa_circ_0110476,0,0.065892407,0.104695445,0,0.177316983,0.066825221,0,0.15692033,0.180444109,0.174907068
hsa_circ_0110477,0,0.021964136,0,0,0,0,0,0.31384066,0.225555136,0.099946896
hsa_circ_0009847,0.014786596,0.021964136,0.183217029,0,0.10639019,0,0.052480811,0.104613553,0.090222054,0.099946896
hsa_circ_0013522,0.118292768,0.153748949,0.026173861,0,0.10639019,0.100237832,0,0.052306777,0.045111027,0.249867239
hsa_circ_0110478,0.103506172,0.043928271,0.078521584,0.040538883,0,0.133650443,0,0.052306777,0.135333081,0.149920344
hsa_circ_0013523,0.340091708,0.241605491,0.026173861,0.121616649,0.141853586,0.267300886,0.209923242,0,0.135333081,0.074960172
hsa_circ_0013524,0.059146384,0.021964136,0.130869306,0.040538883,0,0,0,0.261533883,0.045111027,0.099946896
hsa_circ_0013525,0.14786596,0.065892407,0.052347722,0,0.212780379,0.066825221,0,0.261533883,0.090222054,0.099946896
hsa_circ_0000108,0.088719576,0,0.078521584,0.121616649,0.141853586,0.133650443,0.209923242,0.052306777,0.090222054,0.099946896
hsa_circ_0110479,0.428811284,0.417318575,0.314086335,0.324311064,0.177316983,0.167063054,0.629769727,0.889215202,0.586443353,0.774588442
hsa_circ_0110480,0.044359788,0.109820678,0,0.040538883,0.035463397,0.167063054,0.209923242,0,0,0.099946896
hsa_circ_0003277,0.088719576,0.043928271,0.261738612,0.121616649,0.248243776,0.066825221,0.052480811,0.366147436,0.135333081,0.199893791
hsa_circ_0110481,1.419513217,1.427668808,0.157043167,0.121616649,0.496487552,0.668252215,0.209923242,0,0.045111027,0
hsa_circ_0013526,0.59146384,0.63695993,0.130869306,0.162155532,0.141853586,0.334126107,0.052480811,0,0.270666163,0.024986724
hsa_circ_0013527,0.133079364,0.065892407,0.026173861,0.162155532,0,0.100237832,0.052480811,0.052306777,0.135333081,0.074960172
hsa_circ_0110482,0.177439152,0.263569626,0.104695445,0.283772181,0.212780379,0.267300886,0.157442432,0.470760989,0.090222054,0.724614994
hsa_circ_0013528,0.029573192,0,0.078521584,0.081077766,0,0.066825221,0,0.261533883,0.135333081,0.224880515
hsa_circ_0013529,0.014786596,0.065892407,0.104695445,0,0,0.033412611,0.052480811,0.15692033,0.045111027,0.12493362
hsa_circ_0013530,0.029573192,0.043928271,0.026173861,0.162155532,0.070926793,0,0.052480811,0.209227106,0.045111027,0.12493362
hsa_circ_0013531,0.088719576,0.131784813,0.078521584,0.081077766,0.070926793,0.133650443,0,0.052306777,0.045111027,0.224880515
hsa_circ_0007189,0.059146384,0.021964136,0,0.162155532,0.212780379,0.100237832,0.052480811,0.052306777,0,0.974482234
hsa_circ_0013532,0.207012344,0.153748949,0.157043167,0.040538883,0.141853586,0.167063054,0,0.052306777,0.090222054,0.049973448
hsa_circ_0000109,0.059146384,0.043928271,0.104695445,0.040538883,0.035463397,0.133650443,0,0.15692033,0,0
hsa_circ_0005664,0.059146384,0.087856542,0.261738612,0.324311064,0,0.133650443,0.052480811,0.15692033,0.135333081,0.174907068
hsa_circ_0013533,0.059146384,0.109820678,0.183217029,0.162155532,0.070926793,0.033412611,0,0.052306777,0,0
hsa_circ_0013534,0.251372132,0.417318575,0.366434057,0.202694415,0.177316983,0.534601772,0.314884863,0.15692033,0.180444109,0.174907068
hsa_circ_0013535,0.266158728,0.351426168,0.104695445,0.283772181,0.212780379,0.46777655,0.157442432,0.052306777,0.225555136,0.324827411
hsa_circ_0013536,0.029573192,0.065892407,0.078521584,0.121616649,0,0.033412611,0.104961621,0.31384066,0.045111027,0.374800859
hsa_circ_0013537,0.162652556,0.109820678,0.20939089,0.162155532,0.177316983,0.100237832,0.157442432,0,0.180444109,0.024986724
hsa_circ_0013538,0.014786596,0.021964136,0,0.243233298,0,0.033412611,0.157442432,0.104613553,0,0.099946896
hsa_circ_0013539,0.103506172,0.131784813,0.026173861,0,0.177316983,0.066825221,0,0,0,0
hsa_circ_0013540,0.177439152,0.19767722,0.183217029,0,0,0.233888275,0,0.209227106,0.270666163,0.049973448
hsa_circ_0013541,0.133079364,0.021964136,0.104695445,0.040538883,0.141853586,0.066825221,0,0.15692033,0.180444109,0.099946896
hsa_circ_0013542,0.133079364,0.087856542,0.078521584,0.081077766,0.177316983,0,0.157442432,0,0.135333081,0.049973448
hsa_circ_0013543,0.088719576,0.109820678,0.078521584,0.162155532,0.035463397,0.066825221,0.157442432,0.15692033,0.090222054,0.049973448
hsa_circ_0013544,0.044359788,0,0,0,0.035463397,0.033412611,0,0.052306777,0.225555136,0.099946896
hsa_circ_0013545,0.014786596,0.065892407,0.078521584,0.121616649,0.070926793,0.133650443,0.262404053,0.209227106,0.180444109,0.024986724
hsa_circ_0013546,0.236585536,0.065892407,0.052347722,0.121616649,0.248243776,0.100237832,0.209923242,0.31384066,0.31577719,0.249867239
hsa_circ_0013547,0.029573192,0.065892407,0.287912473,0.162155532,0.070926793,0.233888275,0.367365674,0.31384066,0.045111027,0.624668098
hsa_circ_0013548,0.07393298,0.087856542,0,0,0,0.033412611,0.262404053,0.052306777,0.045111027,0.049973448
hsa_circ_0013549,0.088719576,0.131784813,0.026173861,0.121616649,0,0.033412611,0,0,0,0
hsa_circ_0013550,0,0,0,0.162155532,0.070926793,0.100237832,0.262404053,0,0,0
hsa_circ_0013551,0.059146384,0.043928271,0.183217029,0.162155532,0.070926793,0.033412611,0.262404053,0.104613553,0.045111027,0.099946896
hsa_circ_0013552,0.22179894,0.241605491,0.157043167,0.081077766,0.212780379,0.066825221,0.052480811,0,0,0.074960172
hsa_circ_0013553,0.044359788,0.109820678,0.104695445,0,0.035463397,0.133650443,0,0,0.135333081,0.024986724
hsa_circ_0013554,0,0,0,0.121616649,0,0.066825221,0.052480811,0.261533883,0.135333081,0.099946896
