circRNA,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
hsa_circ_0110210,0,0,0,0,0.10639019,0.100237832,0,0.15692033,0,0
hsa_circ_0110211,0.103506172,0.087856542,0,0.081077766,0,0.100237832,0,0,0.045111027,0.024986724
hsa_circ_0110212,0,0.021964136,0.078521584,0.324311064,0.035463397,0.300713497,0.314884863,0.470760989,0.405999244,0.199893791
hsa_circ_0110213,0.029573192,0,0.157043167,0.121616649,0.10639019,0.033412611,0,0.209227106,0.180444109,0.099946896
hsa_circ_0110214,0.044359788,0,0.078521584,0.040538883,0.10639019,0.066825221,0,0.104613553,0.270666163,0.049973448
hsa_circ_0110215,0.177439152,0.175713084,0.261738612,0.648622129,0.744731327,0.90214049,0.787212159,0.941521979,0.94733157,0.674641546
hsa_circ_0110216,0.280945324,0.19767722,0.183217029,0.081077766,0.070926793,0.167063054,0.157442432,0,0.045111027,0.024986724
hsa_circ_0110217,0.044359788,0.021964136,0.157043167,0,0.10639019,0,0.524808106,0,0,0.12493362
hsa_circ_0009703,0.014786596,0,0.340260196,0.040538883,0.035463397,0.100237832,0,0.104613553,0.811998488,0.12493362
hsa_circ_0110218,0.576677244,0.351426168,0.340260196,0.243233298,0.177316983,0.167063054,0.104961621,0.15692033,0.496221298,0.024986724
hsa_circ_0110219,0.207012344,0.131784813,0.052347722,0.081077766,0.177316983,0.133650443,0.052480811,0.209227106,0,0.099946896
hsa_circ_0110220,0.014786596,0.109820678,0,0.040538883,0,0,0,0.15692033,0.270666163,0.049973448
hsa_circ_0110221,0.029573192,0.065892407,0.052347722,0.040538883,0.141853586,0.167063054,0.104961621,0.209227106,0,0.649654822
hsa_circ_0110222,0.059146384,0.087856542,0.078521584,0.040538883,0.035463397,0.200475664,0,0.209227106,0.045111027,0.074960172
hsa_circ_0110223,0.340091708,0.109820678,0.104695445,0,0.177316983,0.066825221,0,0.15692033,0.045111027,0
hsa_circ_0110224,0,0,0,0.121616649,0.070926793,0.100237832,0,0.209227106,0,0.349814135
hsa_circ_0110225,0.014786596,0,0,0.121616649,0,0,0.104961621,0.261533883,0,0.274853963
hsa_circ_0110226,0.118292768,0.021964136,0.20939089,0.243233298,0.212780379,0,0.209923242,0,0.090222054,0.174907068
hsa_circ_0110227,0.059146384,0.021964136,0.183217029,0.162155532,0.070926793,0,0,0.15692033,0.090222054,0.074960172
hsa_circ_0110228,1.803964713,1.361776401,1.125476033,0.810777661,1.312145672,1.202853986,0.89217378,0.470760989,0.902220543,0.874535338
hsa_circ_0110229,0.07393298,0.131784813,0,0.202694415,0.10639019,0.200475664,0,0,0.090222054,0.274853963
hsa_circ_0110230,0.088719576,0,0.026173861,0.202694415,0.10639019,0.066825221,0.052480811,0.15692033,0,0.274853963
hsa_circ_0002002,0.029573192,0.109820678,0.078521584,0,0.035463397,0.167063054,0.209923242,0.209227106,0.135333081,0.299840687
hsa_circ_0110231,0,0.109820678,0.287912473,0,0,0,0.052480811,0.104613553,0.225555136,0.074960172
hsa_circ_0110232,0.059146384,0.087856542,0.026173861,0.040538883,0.035463397,0.100237832,0.052480811,0.052306777,0.045111027,0.449761031
hsa_circ_0110233,0.029573192,0.021964136,0.104695445,0,0.070926793,0.066825221,0.104961621,0.209227106,0.135333081,0.049973448
hsa_circ_0110234,0.133079364,0,0.183217029,0.162155532,0.10639019,0.033412611,0,0.209227106,0.045111027,0.149920344
hsa_circ_0009704,0.029573192,0.065892407,0,0,0,0.033412611,0,0.15692033,0.090222054,0.12493362
hsa_circ_0009705,0.354878304,0.351426168,0.052347722,0.202694415,0.177316983,0.167063054,0.209923242,0.209227106,0.180444109,0.499734479
hsa_circ_0110235,0.014786596,0.021964136,0.104695445,0.162155532,0,0.033412611,0.052480811,0.261533883,0.045111027,0.624668098
hsa_circ_0110236,0.3696649,0.505175117,0.183217029,0.162155532,0.035463397,0.100237832,0.052480811,0.261533883,0.225555136,0.299840687
hsa_circ_0110237,0,0,0.078521584,0.040538883,0,0.033412611,0.052480811,0.15692033,0.135333081,0.149920344
hsa_circ_0009706,0.029573192,0.065892407,0.052347722,0.081077766,0.035463397,0,0.052480811,0.15692033,0.090222054,0.349814135
hsa_circ_0009707,0.07393298,0.043928271,0.314086335,0.121616649,0.212780379,0.066825221,0.262404053,0.627681319,0.135333081,0.499734479
hsa_circ_0110238,0.384451496,0.307497897,0.20939089,0.162155532,0.212780379,0.133650443,0.419846485,0.209227106,0.180444109,0.049973448
hsa_circ_0110239,0.014786596,0,0.026173861,0.040538883,0.070926793,0.200475664,0.419846485,0.052306777,0.045111027,0.174907068
hsa_circ_0110240,0.07393298,0.021964136,0,0.283772181,0,0.033412611,0.052480811,0.052306777,0.180444109,0.174907068
hsa_circ_0110241,0,0.153748949,0.366434057,4.013349421,2.411510965,2.806659301,4.198464847,0.784601649,0.045111027,8.645406482
hsa_circ_0110242,0.458384476,0.549103388,0.20939089,0.364849947,0.070926793,0.334126107,0.367365674,0.418454213,0.360888217,0.499734479
hsa_circ_0110243,0.162652556,0.065892407,0.157043167,0.121616649,0.177316983,0.167063054,0.104961621,0.104613553,0.045111027,0.099946896
hsa_circ_0110244,0.207012344,0.153748949,0.366434057,0.243233298,0.177316983,0.300713497,0.104961621,0,0.180444109,0.12493362
hsa_circ_0110245,0.14786596,0.131784813,0.183217029,0.040538883,0.070926793,0.233888275,0,0.052306777,0,0.074960172
hsa_circ_0009708,0.029573192,0.065892407,0.130869306,0,0,0,0.157442432,0.052306777,0,0.12493362
hsa_circ_0110246,0.14786596,0.065892407,0.078521584,0.162155532,0.141853586,0.033412611,0.052480811,0,0.045111027,0.074960172
hsa_circ_0110247,0.768902992,0.571067523,0.104695445,0.567544363,0.496487552,0.334126107,0.734731348,0.889215202,0.451110271,1.64912378
hsa_circ_0110248,0.340091708,0.351426168,0.261738612,0.081077766,0.354633965,0.634839604,0.682250538,0.575374543,0.090222054,1.449229988
hsa_circ_0110249,0.059146384,0.087856542,0.026173861,0.608083246,0.177316983,0.46777655,0.682250538,0,0.045111027,0.12493362
hsa_circ_0013356,0.014786596,0,0.104695445,0.162155532,0.10639019,0.033412611,0,0,0.225555136,0.024986724
hsa_circ_0013357,0.088719576,0.219641355,0.026173861,0,0.070926793,0.100237832,0,0,0,0.049973448
hsa_circ_0013358,0.07393298,0.109820678,0.235564751,0.364849947,0.070926793,0.434363939,0.262404053,0.15692033,0.090222054,0.524721203
hsa_circ_0013359,0.3696649,0.373390304,0.444955641,0.202694415,0.035463397,0.133650443,0.314884863,0.104613553,0.225555136,0.174907068
hsa_circ_0013360,0.044359788,0.065892407,0.052347722,0.081077766,0.319170569,0.066825221,0.104961621,0.15692033,0,0.149920344
hsa_circ_0013361,0.207012344,0.087856542,0.235564751,0.162155532,0.10639019,0.133650443,0,0.052306777,0.180444109,0.149920344
hsa_circ_0110250,0.532317456,0.790708878,0.078521584,0,0.141853586,0.100237832,0.157442432,0,0.135333081,0.049973448
hsa_circ_0110251,0.014786596,0.109820678,0.157043167,0.040538883,0,0.033412611,0.104961621,0.104613553,0,0.099946896
hsa_circ_0110252,0.029573192,0,0.052347722,0.121616649,0.390097362,0.100237832,0.104961621,0.31384066,0,0.149920344
hsa_circ_0110253,0.561890648,0.461246846,0.20939089,0.121616649,0.10639019,0.133650443,0.209923242,0.052306777,0.225555136,0.474747755
hsa_circ_0110254,0.177439152,0.087856542,0,0,0.141853586,0.066825221,0.209923242,0,0.090222054,0.12493362
hsa_circ_0110255,0.088719576,0.043928271,0.026173861,0.081077766,0.212780379,0.100237832,0.104961621,0,0.045111027,0.024986724
hsa_circ_0110256,0.192225748,0.373390304,0.104695445,0.283772181,0.141853586,0.066825221,0,0,0.180444109,0.149920344
hsa_circ_0110257,0.872409165,0.702852336,0.078521584,0,0.141853586,0.167063054,0.262404053,0,0,0
hsa_circ_0110258,0.014786596,0.065892407,0.157043167,0.121616649,0.035463397,0.167063054,0.314884863,0.15692033,0.090222054,0.024986724
hsa_circ_0009709,0.103506172,0.087856542,0.052347722,0.121616649,0,0.100237832,0.104961621,0.209227106,0,0.024986724
hsa_circ_0110259,0.22179894,0.131784813,0.078521584,0,0.035463397,0.033412611,0.052480811,0,0.045111027,0.099946896
hsa_circ_0110260,0.133079364,0.109820678,0.314086335,0.243233298,0.141853586,0.200475664,0.262404053,1.046135532,0.586443353,0.774588442
hsa_circ_0110261,0.014786596,0,0,0.040538883,0,0,0.052480811,0.209227106,0,0.149920344
hsa_circ_0110262,0,0,0.104695445,0.040538883,0,0.033412611,0.262404053,0.209227106,0.180444109,0.049973448
hsa_circ_0110263,0.66539682,0.571067523,0.916085143,1.094549842,0.567414345,0.46777655,0.629769727,0.523067766,0.405999244,1.64912378
hsa_circ_0110264,0.014786596,0,0,0.081077766,0,0.133650443,0.157442432,0,0,0.149920344
hsa_circ_0110265,0.66539682,0.571067523,0.471129502,0.283772181,0.141853586,0.501189161,0.524808106,0.104613553,0.992442597,0.299840687
hsa_circ_0110266,0.118292768,0.021964136,0.026173861,0.040538883,0.035463397,0.200475664,0,0,0.180444109,0.174907068
hsa_circ_0110267,0.29573192,0.219641355,0.130869306,0.202694415,0.177316983,0,0.052480811,0.104613553,0.270666163,0.074960172
hsa_circ_0009710,0.029573192,0.021964136,0.026173861,0.121616649,0.10639019,0,0,0,0.135333081,0.12493362
hsa_circ_0110268,0.088719576,0.065892407,0.235564751,0.121616649,0.10639019,0.033412611,0.104961621,0.052306777,0.225555136,0
hsa_circ_0013362,0.44359788,0.241605491,0.471129502,0.52700548,0.531950948,0.501189161,0.629769727,0.627681319,0.180444109,0.449761031
hsa_circ_0013363,0.177439152,0.109820678,0.026173861,0,0.10639019,0.066825221,0,0.15692033,0.045111027,0.199893791
hsa_circ_0110269,0.07393298,0.043928271,0.104695445,0.243233298,0,0,0,0,0.045111027,0
hsa_circ_0009711,0.044359788,0.109820678,0.052347722,0.040538883,0.10639019,0.100237832,0.052480811,0.052306777,0.045111027,0.074960172
hsa_circ_0110270,0.162652556,0.175713084,0.104695445,0.081077766,0.070926793,0.200475664,0.104961621,0,0,0
hsa_circ_0110271,0.118292768,0,0.052347722,0.081077766,0.035463397,0,0.052480811,0.15692033,0.180444109,0.024986724
hsa_circ_0110272,0,0.021964136,0.157043167,0.040538883,0.10639019,0.033412611,0.157442432,0,0,0.099946896
hsa_circ_0110273,0.07393298,0.065892407,0.052347722,0.040538883,0.177316983,0.100237832,0.052480811,0.209227106,0,0.174907068
hsa_circ_0000099,0.07393298,0.065892407,0.130869306,0.040538883,0.035463397,0.033412611,0.104961621,0.104613553,0.135333081,0.399787583
hsa_circ_0110274,0.029573192,0.021964136,0.104695445,0.162155532,0.10639019,0.167063054,0.104961621,0,0,0.024986724
hsa_circ_0009712,0.207012344,0.131784813,0.444955641,0.40538883,0.602877741,0.568014382,0.262404053,0,0.405999244,0.749601718
hsa_circ_0110275,0.177439152,0.175713084,0.104695445,0.162155532,0.070926793,0.066825221,0.052480811,0.104613553,0.270666163,0.099946896
hsa_circ_0110276,0.029573192,0.021964136,0.104695445,0.121616649,0.035463397,0,0.052480811,0,0.045111027,0.12493362
hsa_circ_0110277,0.059146384,0,0.026173861,0.202694415,0,0.233888275,0.104961621,0,0,0.149920344
hsa_circ_0110278,0,0.021964136,0.20939089,0.081077766,0.070926793,0.033412611,0.209923242,0.15692033,0.090222054,0.099946896
hsa_circ_0009713,0.887195761,1.229991588,1.020780588,1.135088725,1.205755482,1.169441376,1.102097022,0.418454213,0.94733157,0.749601718
hsa_circ_0110279,0.103506172,0.109820678,0.078521584,0.040538883,0.248243776,0.200475664,0.104961621,0.15692033,0.045111027,0.249867239
hsa_circ_0009714,0.044359788,0.065892407,0.026173861,0.243233298,0.035463397,0.100237832,0.262404053,0,0,0.174907068
hsa_circ_0110280,0.103506172,0.109820678,0.052347722,0.040538883,0,0.100237832,0.052480811,0.104613553,0.045111027,0.074960172
hsa_circ_0009715,0.251372132,0.417318575,0.444955641,0.324311064,0.425560759,0.233888275,0.157442432,0.31384066,0.360888217,0.274853963
hsa_circ_0110281,0.088719576,0.131784813,0,0.040538883,0.070926793,0.167063054,0.052480811,0.104613553,0.090222054,0.024986724
hsa_circ_0009716,0,0.043928271,0.104695445,0,0.248243776,0.200475664,0.052480811,0.052306777,0.180444109,0.024986724
hsa_circ_0110282,0.029573192,0.241605491,0.104695445,0.324311064,0.070926793,0.033412611,0.367365674,0.523067766,0.180444109,0.224880515
hsa_circ_0110283,0.280945324,0.19767722,0.340260196,0.162155532,0.319170569,0.200475664,0.157442432,0.15692033,0.270666163,0.149920344
hsa_circ_0009717,0.118292768,0.153748949,0.130869306,0.040538883,0.070926793,0.133650443,0.104961621,0,0.180444109,0.024986724
hsa_circ_0009718,0,0,0.026173861,0.202694415,0.248243776,0.133650443,0.052480811,0,0,0.12493362
hsa_circ_0110284,0,0,0.052347722,0.040538883,0.177316983,0.200475664,0.104961621,0.052306777,0.045111027,0.274853963
hsa_circ_0009719,0.118292768,0.19767722,0.052347722,0,0.177316983,0.066825221,0,0,0.045111027,0
hsa_circ_0009720,0.103506172,0.087856542,0.052347722,0.040538883,0.035463397,0.066825221,0,0.15692033,0.090222054,0.074960172
hsa_circ_0110285,0.07393298,0.109820678,0.078521584,0.081077766,0,0.100237832,0,0.052306777,0.090222054,0
hsa_circ_0009721,0.044359788,0.087856542,0.052347722,0.081077766,0.10639019,0.100237832,0,0,0,0
hsa_circ_0110286,0.14786596,0.087856542,0.052347722,0.040538883,0.070926793,0.100237832,0,0,0,0
hsa_circ_0110287,0.162652556,0.131784813,0,0.162155532,0.10639019,0.033412611,0,0,0,0
hsa_circ_0110288,0.118292768,0.109820678,0,0,0.035463397,0.133650443,0.052480811,0,0,0
hsa_circ_0110289,0.118292768,0.109820678,0,0.040538883,0,0.167063054,0,0.052306777,0.045111027,0
hsa_circ_0110290,0.118292768,0.065892407,0.052347722,0,0,0.100237832,0,0,0.135333081,0.049973448
hsa_circ_0009722,0.118292768,0.087856542,0.026173861,0.040538883,0,0,0.052480811,0.209227106,0.180444109,0.024986724
hsa_circ_0009723,0.103506172,0.021964136,0.130869306,0.162155532,0.070926793,0.200475664,0,0.31384066,0.135333081,0.074960172
hsa_circ_0009724,0.029573192,0.219641355,0.157043167,0.202694415,0.354633965,0,0.419846485,0.15692033,0.180444109,0.249867239
hsa_circ_0009725,0,0.021964136,0.340260196,0.081077766,0.10639019,0.033412611,0.052480811,0,0.270666163,0.024986724
hsa_circ_0110291,0.029573192,0,0.130869306,0.202694415,0,0.167063054,0.367365674,0.261533883,0.180444109,0.099946896
hsa_circ_0009726,0.103506172,0.131784813,0.157043167,0.081077766,0.212780379,0.066825221,0,0.052306777,0.090222054,0.049973448
hsa_circ_0009727,0.162652556,0.065892407,0.157043167,0.081077766,0.141853586,0.033412611,0.157442432,0.261533883,0.045111027,0.024986724
hsa_circ_0009728,0.280945324,0.19767722,0,0,0.141853586,0.133650443,0.104961621,0,0,0
hsa_circ_0009729,0.103506172,0.263569626,0.104695445,0.040538883,0.141853586,0.233888275,0,0,0.225555136,0.074960172
hsa_circ_0009730,0.088719576,0.109820678,0.078521584,0.040538883,0,0.033412611,0.052480811,0.052306777,0.180444109,0
hsa_circ_0009731,0.07393298,0.043928271,0.104695445,0.121616649,0.070926793,0.066825221,0.104961621,0.15692033,0.090222054,0.049973448
hsa_circ_0009732,0.487957668,0.329462033,0.20939089,0.121616649,0.354633965,0.233888275,0.314884863,0.15692033,0.180444109,0.549707927
hsa_circ_0009733,0.088719576,0.043928271,0.052347722,0.040538883,0,0,0,0.15692033,0.045111027,0.149920344
hsa_circ_0009734,0.029573192,0,0.026173861,0,0.070926793,0.100237832,0.052480811,0,0.045111027,0.324827411
hsa_circ_0009735,0.310518516,0.241605491,0.261738612,0.243233298,0.248243776,0.033412611,0.104961621,0.209227106,0.135333081,0
hsa_circ_0009736,0.103506172,0.021964136,0.130869306,0.081077766,0.035463397,0.267300886,0,0.104613553,0.045111027,0.12493362
hsa_circ_0009737,0.192225748,0.351426168,0.104695445,0,0.10639019,0.133650443,0.052480811,0.15692033,0.180444109,0.074960172
hsa_circ_0009738,0.059146384,0.065892407,0.026173861,0.081077766,0.10639019,0.133650443,0,0,0.135333081,0.12493362
hsa_circ_0000015,0.192225748,0.263569626,0.366434057,0.52700548,0.10639019,0.267300886,0.629769727,0.889215202,0.721776434,0.299840687
hsa_circ_0006905,0.340091708,0.571067523,1.020780588,0.972933193,0.886584914,0.90214049,0.472327295,0.784601649,0.766887461,0.599681374
hsa_circ_0000016,0.118292768,0.175713084,0.41878178,0.202694415,0.10639019,0.233888275,0.104961621,0.418454213,0.270666163,0.12493362
hsa_circ_0009739,0.059146384,0.021964136,0.078521584,0.162155532,0,0.066825221,0.209923242,0,0.090222054,0
hsa_circ_0009740,0.059146384,0.043928271,0.130869306,0.52700548,0,0.066825221,0.052480811,0.052306777,0.31577719,0.049973448
hsa_circ_0110292,0.487957668,0.19767722,0.575824947,0.486466596,0.283707172,0.334126107,0.262404053,0.104613553,0.405999244,0.624668098
hsa_circ_0008936,0.088719576,0.065892407,0.130869306,0,0.141853586,0.100237832,0,0.052306777,0.135333081,0.074960172
hsa_circ_0009741,0.029573192,0.131784813,0.026173861,0.121616649,0.035463397,0.100237832,0.104961621,0.052306777,0.225555136,0.324827411
hsa_circ_0110293,0.162652556,0.131784813,0.523477224,1.459399789,0.780194724,0.601426993,0.997135401,0.679988096,1.172886706,0.324827411
hsa_circ_0009742,0.014786596,0.043928271,0.104695445,0.081077766,0.248243776,0.033412611,0.052480811,0.104613553,0.135333081,0.174907068
hsa_circ_0009743,0.014786596,0.043928271,0,0.162155532,0.212780379,0,0.367365674,0.052306777,0.045111027,0.099946896
hsa_circ_0009744,0.088719576,0.109820678,0.026173861,0.081077766,0,0.100237832,0,0.052306777,0,0.049973448
hsa_circ_0110294,0.192225748,0.175713084,0.052347722,0,0.141853586,0,0.157442432,0,0,0
hsa_circ_0013364,0.044359788,0.065892407,0.20939089,0.243233298,0.070926793,0,0.052480811,0.052306777,0.135333081,0.099946896
hsa_circ_0110295,0.088719576,0.263569626,0.235564751,0.081077766,0.10639019,0.133650443,0.157442432,0.052306777,0.045111027,0.274853963
hsa_circ_0110296,0.133079364,0.153748949,0.052347722,0,0.10639019,0.066825221,0,0,0.225555136,0.049973448
hsa_circ_0110297,0.07393298,0.175713084,0.20939089,0.162155532,0.10639019,0.066825221,0.052480811,0.104613553,0,0.024986724
hsa_circ_0002286,0.088719576,0.021964136,0.130869306,0.081077766,0.10639019,0,0.157442432,0.31384066,0.045111027,0.049973448
hsa_circ_0110298,0.044359788,0.021964136,0.104695445,0,0.141853586,0.033412611,0,0.104613553,0.090222054,0.024986724
hsa_circ_0013365,0.133079364,0.109820678,0.026173861,0.081077766,0,0.033412611,0.104961621,0.052306777,0.180444109,0.024986724
hsa_circ_0013366,0.118292768,0.087856542,0.157043167,0.081077766,0.035463397,0.066825221,0.157442432,0.15692033,0,0
hsa_circ_0110299,0.251372132,0.131784813,0.287912473,0,0.141853586,0.066825221,0.157442432,0.104613553,0.405999244,0.099946896
hsa_circ_0110300,0.133079364,0.021964136,0.104695445,0.040538883,0,0.033412611,0,0,0.090222054,0.074960172
hsa_circ_0000001,0.177439152,0.131784813,0.183217029,0.121616649,0.035463397,0.133650443,0.104961621,0.104613553,0.270666163,0.12493362
hsa_circ_0013367,0.51753086,0.263569626,0.104695445,0.243233298,0.283707172,0.568014382,0.314884863,0.104613553,0.090222054,0.174907068
hsa_circ_0110301,0,0.021964136,0.157043167,0.202694415,0.070926793,0.100237832,0.052480811,0.052306777,0.045111027,0
hsa_circ_0013368,0.059146384,0.043928271,0.078521584,0.202694415,0.248243776,0.167063054,0.052480811,0.052306777,0.045111027,0.149920344
hsa_circ_0009745,0.354878304,0.417318575,0.523477224,0.486466596,0.602877741,0.200475664,0.577288916,0.732294872,0.541332326,0.149920344
hsa_circ_0110302,0.07393298,0.043928271,0.052347722,0,0.212780379,0.233888275,0.052480811,0.104613553,0.090222054,0.199893791
hsa_circ_0110303,0.118292768,0.109820678,0,0.081077766,0.141853586,0.167063054,0.157442432,0.15692033,0.045111027,0.12493362
hsa_circ_0013369,0,0.043928271,0.052347722,1.297244257,0.851121517,1.102616154,2.67652134,1.935350734,0.360888217,0.199893791
hsa_circ_0013370,0.280945324,0.19767722,0.340260196,0.364849947,0.248243776,0.46777655,0.262404053,0.418454213,0.360888217,0.474747755
hsa_circ_0013371,0.118292768,0.087856542,0.392607918,0.202694415,0.177316983,0.267300886,0.262404053,0.209227106,0.180444109,0.474747755
hsa_circ_0004270,0.014786596,0.021964136,0.026173861,0.162155532,0.070926793,0.066825221,0,0.261533883,0.090222054,0.249867239
hsa_circ_0013372,0.458384476,0.307497897,0.235564751,0.52700548,0.212780379,0.367538718,0.262404053,0.209227106,0.045111027,0.299840687
hsa_circ_0110304,0.044359788,0.065892407,0,0.162155532,0,0.066825221,0.157442432,0,0.045111027,0.149920344
hsa_circ_0110305,0.014786596,0,0,0.040538883,0.141853586,0,0.052480811,0.15692033,0,0.024986724
hsa_circ_0013373,0.088719576,0,0.026173861,0.040538883,0.10639019,0.033412611,0,0,0.045111027,0.024986724
hsa_circ_0110306,0.059146384,0.153748949,0.130869306,0.081077766,0.070926793,0.133650443,0.052480811,0.052306777,0.090222054,0.024986724
hsa_circ_0013374,0,0,0.026173861,0.040538883,0.248243776,0.133650443,0.104961621,0.052306777,0.31577719,0
hsa_circ_0013375,0,0,0.104695445,0.040538883,0.035463397,0,0,0,0,0.099946896
hsa_circ_0110307,0.487957668,0.109820678,0.052347722,0.081077766,0.177316983,0.066825221,0.157442432,0.104613553,0.090222054,0.024986724
hsa_circ_0013376,0,0.065892407,0.052347722,0,0,0.167063054,0,0,0.135333081,0.12493362
hsa_circ_0110308,0.088719576,0.19767722,0.052347722,0.040538883,0.177316983,0.133650443,0.052480811,0.104613553,0.045111027,0.024986724
hsa_circ_0110309,0.916768953,1.032314369,0.130869306,0.202694415,0.248243776,0.100237832,0.104961621,0,0,0.024986724
hsa_circ_0110310,0.14786596,0.043928271,0.20939089,0,0.10639019,0.100237832,0.052480811,0.104613553,0,0.024986724
hsa_circ_0110311,0.044359788,0.065892407,0.20939089,0.081077766,0.070926793,0.167063054,0.104961621,0.104613553,0.090222054,0.249867239
hsa_circ_0110312,0.207012344,0.043928271,0.026173861,0.040538883,0.035463397,0,0.157442432,0.15692033,0.180444109,0.074960172
hsa_circ_0110313,0.177439152,0.065892407,0.026173861,0.121616649,0,0.100237832,0,0.052306777,0.045111027,0
hsa_circ_0110314,0.088719576,0.087856542,0.130869306,0.081077766,0.070926793,0.100237832,0.104961621,0.104613553,0,0
hsa_circ_0110315,0.044359788,0.109820678,0.183217029,0,0.141853586,0.133650443,0.052480811,0,0.090222054,0.049973448
hsa_circ_0110316,0.014786596,0,0.052347722,0.040538883,0.141853586,0.133650443,0.104961621,0.15692033,0,0.149920344
hsa_circ_0013377,0.044359788,0.153748949,0.052347722,0.121616649,0.070926793,0.133650443,0.262404053,0,0,0.049973448
hsa_circ_0013378,0.07393298,0.175713084,0.235564751,0.040538883,0.035463397,0.100237832,0.052480811,0,0,0.074960172
hsa_circ_0013379,0.029573192,0.087856542,0.104695445,0.121616649,0,0.066825221,0,0,0.045111027,0
hsa_circ_0013380,0.088719576,0.087856542,0.078521584,0.040538883,0.141853586,0.033412611,0,0,0,0
hsa_circ_0013381,2.070123441,1.273919859,0.130869306,0.121616649,0.319170569,0.400951329,0.524808106,0.104613553,0.045111027,0.249867239
hsa_circ_0013382,0.325305112,0.307497897,0.732868114,0.770238778,0.319170569,0.267300886,0.524808106,0.209227106,0.135333081,0.749601718
hsa_circ_0110317,0.044359788,0.043928271,0.052347722,0.121616649,0,0.133650443,0,0.261533883,0,0.024986724
hsa_circ_0110318,0.133079364,0.087856542,0.235564751,0,0.10639019,0.066825221,0.052480811,0,0.180444109,0.049973448
hsa_circ_0013383,0.280945324,0.109820678,0.078521584,0.081077766,0.10639019,0.233888275,0.052480811,0.15692033,0.405999244,0.224880515
hsa_circ_0000100,0.029573192,0.043928271,0.104695445,0.162155532,0,0.100237832,0,0.104613553,0,0.074960172
hsa_circ_0110319,0.044359788,0.087856542,0.130869306,0.162155532,0.10639019,0.200475664,0,0.31384066,0.135333081,0
hsa_circ_0110320,0.014786596,0,0.052347722,0.162155532,0.177316983,0,0.209923242,0,0.090222054,0
hsa_circ_0110321,0.059146384,0.131784813,0.20939089,0.243233298,0.177316983,0.233888275,0.052480811,0.15692033,0.225555136,0.099946896
hsa_circ_0110322,0.14786596,0.153748949,0.078521584,0.040538883,0.035463397,0.066825221,0.157442432,0.052306777,0.225555136,0.074960172
hsa_circ_0110323,0.014786596,0.021964136,0,0.081077766,0.10639019,0,0,0.052306777,0.135333081,0.149920344
hsa_circ_0110324,0.207012344,0.109820678,0.026173861,0.040538883,0.10639019,0.100237832,0.157442432,0.104613553,0.090222054,0.249867239
hsa_circ_0110325,0.207012344,0.131784813,0.026173861,0.040538883,0,0.100237832,0.104961621,0.052306777,0,0.049973448
hsa_circ_0013384,0,0.065892407,0.052347722,0,0.10639019,0,0,0.15692033,0,0.099946896
hsa_circ_0013385,0.014786596,0.021964136,0.052347722,0.121616649,0.035463397,0.033412611,0.262404053,0,0.090222054,0.374800859
hsa_circ_0013386,0,0,0.078521584,0,0.10639019,0.133650443,0,0.052306777,0.180444109,0
hsa_circ_0110326,0.813262781,0.329462033,0.183217029,0.121616649,0.425560759,0.233888275,0.262404053,0.784601649,0.090222054,0.499734479
hsa_circ_0110327,0.192225748,0.109820678,0.052347722,0,0.070926793,0.100237832,0.052480811,0.15692033,0.31577719,0.174907068
hsa_circ_0013387,0.162652556,0.131784813,0.078521584,0.040538883,0.10639019,0.066825221,0.104961621,0.15692033,0.135333081,0
hsa_circ_0000101,0.22179894,0,0,0.202694415,0,0,0.209923242,0,0,0
hsa_circ_0013388,0.103506172,0.065892407,0.026173861,0.040538883,0.10639019,0.167063054,0.104961621,0,0,0
hsa_circ_0110328,0.059146384,0.087856542,0.157043167,0,0.035463397,0,0.104961621,0.15692033,0.045111027,0.024986724
hsa_circ_0013389,0.118292768,0.021964136,0.130869306,0,0,0.200475664,0.052480811,0.15692033,0.180444109,0.12493362
hsa_circ_0013390,0.14786596,0.109820678,0.078521584,0.121616649,0.070926793,0.066825221,0.052480811,0.209227106,0.135333081,0.099946896
hsa_circ_0110329,0.07393298,0.021964136,0.104695445,0.121616649,0.070926793,0.033412611,0,0.15692033,0.045111027,0
hsa_circ_0013391,0.088719576,0.087856542,0.183217029,0.162155532,0.070926793,0.167063054,0.104961621,0.15692033,0.225555136,0.174907068
hsa_circ_0013392,0.088719576,0,0,0.040538883,0.070926793,0.033412611,0.052480811,0,0.31577719,0
hsa_circ_0110330,0.354878304,0.175713084,0.444955641,0.567544363,0.248243776,0.835315268,0.577288916,0.31384066,1.488663895,0.749601718
hsa_circ_0110331,0.133079364,0.087856542,0.104695445,0.202694415,0.141853586,0.100237832,0.157442432,0.209227106,0.135333081,0.099946896
hsa_circ_0110332,0.014786596,0.065892407,0.183217029,1.297244257,0.177316983,0.701664825,0.682250538,1.307669415,0,0
hsa_circ_0110333,0,0,0.052347722,0.202694415,0.10639019,0.066825221,0.157442432,0.209227106,0,0.024986724
hsa_circ_0110334,0.177439152,0.065892407,0.130869306,0.202694415,0.212780379,0.100237832,0.052480811,0.209227106,0.090222054,0.049973448
hsa_circ_0110335,0.325305112,0.19767722,0.052347722,0.243233298,0.035463397,0.267300886,0.209923242,0.31384066,0.270666163,0.099946896
